,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,9.0,1.0,8.0,0.0,3.0,7.0,1.0,2.0,2.0,0.0,3.0,50.0,73.0,1.0,2.0
atlc.csv,0.0,0.0,43.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,3.0,0.0,7.0,3.0,2.0
bwapi.csv,0.0,0.0,49.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,5.0,4.0,7.0,6.0,2.0
cubefs.csv,0.0,0.0,49.0,1.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0
freewrl.csv,0.0,0.0,46.0,1.0,0.0,3.0,2.0,0.0,3.0,1.0,5.0,1.0,0.0,4.0,3.0
iaml.csv,4.0,1.0,52.0,63.0,0.0,10.0,1.0,2.0,5.0,0.0,2.0,3.0,0.0,2.0,4.0
jrdf.csv,2.0,0.0,52.0,6.0,0.0,3.0,1.0,0.0,9.0,0.0,5.0,50.0,1.0,1.0,20.0
kwave.csv,0.0,0.0,41.0,63.0,0.0,3.0,2.0,0.0,4.0,1.0,3.0,50.0,11.0,1.0,3.0
oscarmcmaster.csv,2.0,0.0,9.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,2.0,2.0,13.0,0.0,1.0
rtrt-on-gpu.csv,5.0,0.0,15.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,5.0,2.0
theresa.csv,3.0,0.0,11.0,63.0,0.0,10.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0
thrust.csv,71.0,69.0,52.0,2.0,0.0,9.0,2.0,0.0,57.0,2.0,4.0,3.0,6.0,5.0,22.0
tktoolkit.csv,2.0,0.0,24.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,2.0,12.0,9.0,4.0
xstore.csv,0.0,0.0,18.0,63.0,3.0,8.0,0.0,1.0,10.0,4.0,0.0,0.0,9.0,7.0,1.0
yaprm.csv,0.0,69.0,10.0,5.0,0.0,6.0,1.0,0.0,9.0,0.0,0.0,4.0,6.0,9.0,131.0
