,recall,precision,pf,pci_20,ifa,wins
arm-webradio.csv,0.46,0.46,0.18,0.58,2.0,11
atlc.csv,0.69,0.35,0.69,0.51,1.0,8
bwapi.csv,0.95,0.27,0.98,0.4,2.0,2
cubefs.csv,0.88,0.49,0.98,0.42,0.0,9
freewrl.csv,0.94,0.27,0.94,0.41,1.0,4
iaml.csv,0.3,0.46,0.21,0.57,2.0,10
jrdf.csv,0.41,0.33,0.45,0.56,2.0,6
kwave.csv,0.7,0.27,0.63,0.4,3.0,1
oscarmcmaster.csv,0.48,0.52,0.26,0.64,1.0,14
rtrt-on-gpu.csv,0.34,0.5,0.35,0.75,2.0,13
theresa.csv,0.35,0.5,0.2,0.52,1.0,12
thrust.csv,0.15,0.19,0.16,0.87,5.0,3
tktoolkit.csv,0.67,0.38,0.59,0.49,2.0,7
xstore.csv,0.3,0.38,0.34,0.52,3.0,5
yaprm.csv,0.39,0.24,0.32,0.62,5.0,0
