,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.07,0.51,0.37,0.07,0.49,0.05,0.51,0.39,0.55,0.13,0.61,0.0,0.0,0.52,0.94
atlc.csv,0.62,0.77,0.35,0.42,0.44,0.5,0.66,0.47,0.71,0.45,0.55,0.77,0.21,0.56,0.35
bwapi.csv,0.09,0.0,0.0,0.0,0.13,0.05,0.0,0.53,0.24,0.79,0.41,0.0,0.0,0.52,0.28
cubefs.csv,0.0,0.0,0.0,0.09,0.0,0.0,0.57,0.67,0.0,0.11,0.55,0.05,0.24,0.62,0.0
freewrl.csv,0.09,0.0,0.24,0.5,0.2,0.09,0.47,0.52,0.41,0.0,0.0,0.74,0.52,0.62,0.0
iaml.csv,0.14,0.59,0.0,0.0,0.34,0.44,0.69,0.12,0.35,0.19,0.46,0.44,0.44,0.49,0.3
jrdf.csv,0.43,0.0,0.0,0.43,0.52,0.24,0.51,0.43,0.48,0.01,0.11,0.0,0.74,0.5,0.04
kwave.csv,0.59,0.0,0.49,0.0,0.52,0.0,0.56,0.22,0.36,0.3,0.67,0.0,0.63,0.49,0.0
oscarmcmaster.csv,0.35,0.52,0.37,0.07,0.59,0.52,0.46,0.44,0.24,0.45,0.63,0.26,0.54,0.62,0.74
rtrt-on-gpu.csv,0.14,0.13,0.37,0.57,0.65,0.31,0.57,0.2,0.81,0.69,0.18,0.13,0.32,0.37,0.46
theresa.csv,0.29,0.34,0.94,0.0,0.39,0.54,0.27,0.27,0.34,0.16,0.44,0.41,0.45,0.41,0.55
thrust.csv,0.0,0.0,0.0,0.52,0.19,0.05,0.33,0.34,0.0,0.09,0.2,0.33,0.35,0.18,0.07
tktoolkit.csv,0.56,0.12,0.63,0.48,0.53,0.61,0.3,0.0,0.3,0.57,0.65,0.13,0.5,0.52,0.28
xstore.csv,0.42,0.53,0.89,0.0,0.22,0.56,0.29,0.33,0.33,0.19,0.71,0.05,0.23,0.52,0.71
yaprm.csv,0.41,0.0,0.69,0.33,0.68,0.44,0.58,0.37,0.34,0.1,0.3,0.0,0.43,0.47,0.0
