,kwave.csv,atlc.csv,theresa.csv,thrust.csv,yaprm.csv,tktoolkit.csv,iaml.csv,cubefs.csv,rtrt-on-gpu.csv,bwapi.csv,xstore.csv,freewrl.csv,jrdf.csv,oscarmcmaster.csv,arm-webradio.csv
arm-webradio.csv,0.96,0.69,0.69,0.94,0.76,0.96,0.57,0.7,0.52,1.02,0.59,1.0,1.0,0.62,0.18
atlc.csv,0.54,0.32,0.94,0.87,0.86,0.82,0.69,0.86,0.4,0.76,0.78,0.51,0.95,0.68,0.93
bwapi.csv,0.98,1.0,1.05,1.0,0.97,0.99,1.0,0.8,0.94,0.32,0.89,1.0,1.0,0.8,1.03
cubefs.csv,1.0,1.0,1.0,0.99,1.0,1.0,0.71,0.49,1.0,0.94,0.56,0.96,0.8,0.65,1.0
freewrl.csv,0.98,1.0,0.94,0.82,0.96,0.98,0.84,0.66,0.88,1.0,1.0,0.44,0.81,0.74,1.0
iaml.csv,0.9,0.49,1.0,1.0,0.78,0.76,0.43,0.9,0.71,0.84,0.61,0.72,0.68,0.77,0.75
jrdf.csv,0.64,1.0,1.11,0.74,0.74,0.94,0.82,0.63,0.83,0.99,0.93,1.0,0.33,0.7,1.06
kwave.csv,0.49,1.0,0.84,1.0,0.81,1.0,0.7,0.82,0.93,0.84,0.65,1.0,0.59,0.83,1.0
oscarmcmaster.csv,0.72,0.58,0.69,0.94,0.7,0.58,0.63,0.89,0.8,0.68,0.65,0.8,0.77,0.49,0.31
rtrt-on-gpu.csv,0.93,1.01,0.73,0.66,0.63,0.93,0.58,0.84,0.24,0.56,0.91,0.9,0.73,0.79,0.67
theresa.csv,0.78,0.71,0.24,1.0,0.69,0.78,0.83,0.78,0.72,0.91,0.63,0.69,0.62,0.71,0.51
thrust.csv,1.0,1.0,1.0,0.55,0.86,0.96,0.76,0.86,1.0,0.94,0.88,0.8,0.87,0.87,0.97
tktoolkit.csv,0.78,0.9,0.6,0.84,0.75,0.45,0.83,1.0,0.92,0.69,0.63,0.91,0.75,0.81,0.95
xstore.csv,0.66,0.81,0.38,1.0,0.84,0.78,0.82,0.77,0.86,0.98,0.41,0.96,0.84,0.66,0.51
yaprm.csv,0.73,1.0,0.4,0.78,0.45,0.63,0.56,0.95,0.74,0.94,0.75,1.0,0.88,0.77,1.01
