,f1,g,recall,precision,pf,wins
arm-webradio.csv,0.48,0.39,0.46,0.46,0.18,13
atlc.csv,0.44,0.5,0.69,0.35,0.69,10
bwapi.csv,0.42,0.09,0.95,0.27,0.98,1
cubefs.csv,0.36,0.05,0.88,0.49,0.98,2
freewrl.csv,0.42,0.24,0.94,0.27,0.94,4
iaml.csv,0.3,0.35,0.3,0.46,0.21,8
jrdf.csv,0.3,0.43,0.41,0.33,0.45,6
kwave.csv,0.37,0.36,0.7,0.27,0.63,7
oscarmcmaster.csv,0.45,0.46,0.48,0.52,0.26,14
rtrt-on-gpu.csv,0.36,0.37,0.34,0.5,0.35,9
theresa.csv,0.33,0.39,0.35,0.5,0.2,12
thrust.csv,0.17,0.18,0.15,0.19,0.16,0
tktoolkit.csv,0.35,0.5,0.67,0.38,0.59,11
xstore.csv,0.26,0.33,0.3,0.38,0.34,3
yaprm.csv,0.26,0.37,0.39,0.24,0.32,5
