,dsworkbench.csv,gogoego.csv,cleartk.csv,jpaul.csv,scenemonitor.csv,yarp0.csv,motu.csv,rtrt-on-gpu.csv,mp-rechnungs-und-kundenverwaltung.csv,xstore.csv,loki-lib.csv,zemljanka.csv
cleartk.csv,0.81,0.59,0.14,0.44,0.91,0.89,0.72,0.96,0.86,0.71,0.91,0.89
dsworkbench.csv,0.44,0.02,0.0,0.0,0.03,0.16,0.28,0.19,0.31,0.0,0.04,0.67
gogoego.csv,0.25,0.3,0.5,0.12,0.12,0.34,0.65,0.48,0.77,0.32,0.13,0.22
jpaul.csv,0.75,0.54,0.21,0.24,0.19,0.05,0.07,0.0,0.15,0.12,0.02,0.0
loki-lib.csv,0.81,0.71,0.07,0.49,0.41,0.39,0.48,0.02,0.37,0.32,0.28,0.44
motu.csv,0.19,0.94,0.93,0.8,0.94,0.37,0.3,0.65,0.85,0.29,0.39,0.11
mp-rechnungs-und-kundenverwaltung.csv,0.0,0.27,0.07,0.63,0.0,0.05,0.02,0.21,0.32,0.1,0.04,0.0
rtrt-on-gpu.csv,0.44,0.7,0.79,0.46,0.38,0.34,0.43,0.08,0.73,0.51,0.39,0.67
scenemonitor.csv,0.62,0.37,0.0,0.37,0.19,0.45,0.76,0.44,0.34,0.37,0.0,0.11
xstore.csv,0.38,0.92,0.29,0.44,0.22,0.63,0.87,0.6,0.65,0.27,0.37,1.0
yarp0.csv,0.56,0.55,0.93,0.39,0.47,0.26,0.43,0.6,0.81,0.32,0.85,0.22
zemljanka.csv,1.0,0.97,1.0,1.0,0.97,0.76,0.87,0.83,0.99,1.0,0.46,0.0
