,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.64,0.62,0.7,0.55,0.46,0.8,0.43,0.43,0.32,0.67,0.48,0.43,0.5,0.66,0.29
bibletime.csv,0.72,0.92,0.98,0.95,0.51,0.9,0.86,0.35,0.69,1.0,0.65,0.87,0.64,0.72,0.93
boost.csv,0.75,0.46,0.79,0.55,0.7,0.8,0.64,0.37,0.55,1.0,0.67,0.66,0.47,0.4,0.43
doomlegacy.csv,0.74,0.08,0.05,0.03,0.21,0.7,0.21,0.23,0.78,1.0,0.24,0.52,0.53,0.25,0.11
gpac.csv,0.8,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.81,1.0,1.0,0.67,1.0,1.0,0.99
kftpgrabber.csv,0.33,0.04,0.05,0.05,0.21,0.8,0.07,0.23,0.26,0.67,0.5,0.25,0.36,0.0,0.05
nativeclient.csv,0.71,0.81,0.57,0.66,0.46,0.67,0.71,0.26,0.55,0.67,0.71,0.78,0.75,0.58,0.69
netatalk.csv,0.73,0.42,0.54,0.42,0.4,0.57,0.64,0.57,0.78,1.0,0.73,0.79,0.61,0.79,0.54
open-ms.csv,0.59,0.35,0.21,0.26,0.34,0.57,0.5,0.18,0.79,0.67,0.24,0.54,0.58,0.49,0.24
openmsx.csv,0.04,0.69,0.0,0.29,0.02,0.93,0.79,0.65,0.5,0.33,0.92,0.0,0.86,0.87,0.25
rosegarden.csv,0.74,0.65,0.55,0.68,0.47,0.6,0.71,0.25,0.82,1.0,0.65,0.87,0.58,0.62,0.7
rsyslog.csv,0.63,0.69,0.18,0.08,0.81,0.5,0.36,0.2,0.7,1.0,0.64,0.74,0.72,0.64,0.65
sandiaportals.csv,0.79,0.73,0.96,0.47,0.65,0.87,0.71,0.54,0.31,1.0,0.8,0.57,0.56,0.75,0.52
xmoto.csv,0.62,0.73,0.54,0.26,0.92,0.57,1.0,0.45,0.41,0.33,0.62,0.56,0.69,0.98,0.54
xqilla.csv,0.45,0.04,0.25,0.24,0.05,0.27,0.29,0.11,0.51,1.0,0.17,0.33,0.19,0.19,0.17
