,rosegarden.csv,rsyslog.csv,gpac.csv,bacnet.csv,boost.csv,kftpgrabber.csv,netatalk.csv,openmsx.csv,doomlegacy.csv,xqilla.csv,bibletime.csv,open-ms.csv,xmoto.csv,sandiaportals.csv,nativeclient.csv
bacnet.csv,0.57,0.46,0.65,0.53,0.62,0.55,0.6,0.76,0.7,0.49,0.56,0.63,0.53,0.48,0.71
bibletime.csv,0.47,0.84,0.98,0.84,0.6,0.56,0.83,0.72,0.79,0.85,0.45,0.81,0.6,0.62,0.86
boost.csv,0.43,0.58,0.75,0.68,0.44,0.48,0.49,0.68,0.57,0.91,0.49,0.63,0.57,0.61,0.65
doomlegacy.csv,0.53,0.92,0.95,0.98,0.79,0.46,0.79,0.79,0.55,0.9,0.76,0.58,0.5,0.75,0.89
gpac.csv,0.62,1.0,0.41,1.0,1.0,1.0,1.0,0.99,0.83,0.97,1.0,0.62,1.0,1.0,1.0
kftpgrabber.csv,0.68,0.96,0.95,0.95,0.8,0.31,0.93,0.77,0.75,0.42,0.54,0.76,0.65,1.0,0.95
nativeclient.csv,0.43,0.46,0.57,0.62,0.64,0.39,0.45,0.76,0.51,0.7,0.41,0.65,0.52,0.47,0.43
netatalk.csv,0.58,0.6,0.79,0.7,0.65,0.67,0.46,0.69,0.66,0.8,0.51,0.73,0.65,0.75,0.62
open-ms.csv,0.48,0.66,0.81,0.76,0.7,0.5,0.53,0.85,0.61,0.56,0.76,0.58,0.63,0.61,0.77
openmsx.csv,0.96,0.85,1.0,0.85,0.98,0.92,0.84,0.51,0.57,0.77,0.93,1.0,0.83,0.73,0.79
rosegarden.csv,0.36,0.43,0.59,0.7,0.61,0.49,0.45,0.78,0.64,0.85,0.41,0.77,0.58,0.54,0.67
rsyslog.csv,0.49,0.45,0.84,0.92,0.75,0.74,0.74,0.82,0.62,0.95,0.62,0.65,0.69,0.49,0.52
sandiaportals.csv,0.68,0.64,0.98,0.78,0.46,0.79,0.65,0.66,0.71,0.63,0.54,0.66,0.55,0.27,0.6
xmoto.csv,0.53,0.57,0.71,0.76,0.94,0.52,0.97,0.76,0.66,0.74,0.63,0.59,0.41,1.0,0.52
xqilla.csv,0.71,0.96,0.79,0.78,0.95,0.78,0.76,0.91,0.73,0.06,0.85,0.79,0.86,0.93,0.87
