,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.74,1.0,0.2,1.0,0.74,0.37,0.56,0.48,0.31,1.0,0.65,0.86,0.2,0.69,0.32,0.5
betoffice.csv,0.89,0.77,1.0,0.26,0.84,0.27,0.63,0.98,0.15,0.88,1.0,0.95,0.11,0.73,0.22,0.75
bionote.csv,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.47,1.0,0.0,1.0,1.0,0.86,0.25,1.0
bnetd.csv,0.78,0.85,0.3,0.45,0.9,0.32,0.44,0.52,0.32,0.92,1.0,0.92,0.17,0.78,0.31,0.67
elvishrayrenderer.csv,0.8,0.89,0.25,0.38,0.95,0.31,0.62,0.49,0.31,0.89,0.68,0.91,0.16,0.81,0.4,1.0
emisview.csv,0.64,0.0,0.13,0.42,0.76,1.0,0.6,0.47,0.5,1.0,0.0,0.89,0.36,0.58,0.39,0.9
hazelcast.csv,0.79,0.82,0.3,0.32,1.0,0.3,0.64,0.52,0.28,0.92,0.53,0.92,0.13,0.8,0.35,0.65
jitterbit.csv,0.73,0.82,0.19,0.67,0.92,0.44,0.6,0.4,0.98,0.84,0.67,1.0,0.31,0.85,0.6,0.65
jppf-project.csv,0.77,0.82,0.18,0.34,0.84,0.31,0.63,0.48,0.21,0.92,0.53,1.0,0.15,0.71,0.31,0.65
l2j.csv,0.8,0.89,1.0,0.36,0.98,0.31,0.6,0.5,0.22,0.91,0.79,0.92,0.17,1.0,0.39,0.71
megasquirtavr.csv,0.78,0.86,1.0,0.35,0.85,0.31,0.67,0.51,0.28,0.93,0.55,0.92,0.14,0.72,0.31,0.66
stajistics.csv,0.76,0.6,0.21,0.39,1.0,0.38,0.71,0.5,0.33,0.94,0.25,0.92,0.24,0.76,1.0,0.75
trackit.csv,0.83,0.91,0.41,0.42,0.91,0.32,1.0,0.46,0.31,0.96,0.5,0.93,0.19,0.78,0.42,0.68
wxlua.csv,0.78,0.81,0.22,0.31,0.84,0.29,0.65,0.51,0.26,1.0,0.53,0.92,0.12,0.71,0.31,0.63
x4x.csv,1.0,0.81,0.2,0.32,0.9,0.27,0.72,0.54,0.23,0.86,0.55,0.92,0.1,0.71,0.34,0.62
xharbour.csv,0.78,1.0,0.29,0.41,0.87,0.42,0.65,0.49,0.28,0.93,0.47,0.95,0.13,0.65,0.31,0.63
