,ifmo-game-1.csv,quarkplusplus.csv,dataobjectsdotnet.csv,xapian.csv,pi-qmc.csv,gstreamer.csv,zemljanka.csv
dataobjectsdotnet.csv,0.6,0.65,0.52,0.51,0.38,0.52,1.0
gstreamer.csv,0.74,0.6,0.87,0.69,0.85,0.41,0.47
ifmo-game-1.csv,0.35,1.0,0.77,0.96,0.87,0.69,0.99
pi-qmc.csv,0.84,0.66,0.76,0.73,0.29,0.9,0.89
quarkplusplus.csv,0.61,0.45,0.59,0.77,0.82,0.84,1.01
xapian.csv,0.74,1.0,0.77,0.35,0.94,0.68,0.74
zemljanka.csv,0.64,0.85,0.97,0.94,0.84,0.79,0.2
