,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.04,0.06,0.96,0.19,0.17,0.0,0.05,0.04
ctrlr.csv,0.0,0.38,0.88,0.12,0.15,0.0,0.0,0.17,0.38
empserver.csv,0.0,1.0,0.17,0.22,0.52,0.41,0.67,0.2,0.39
ffigo.csv,0.0,0.37,0.33,0.51,0.48,0.99,0.33,0.23,0.37
gmerlin.csv,0.87,0.17,0.17,0.37,0.95,0.17,0.47,0.36,0.0
skia.csv,0.97,0.29,0.0,0.58,0.39,0.14,1.0,0.23,0.04
wikipediardware.csv,0.13,0.5,0.58,0.52,0.65,0.7,0.38,0.51,0.96
zemljanka.csv,0.0,0.36,0.21,0.0,0.52,0.27,0.27,1.0,0.27
