,gotjava.csv,empserver.csv,ctrlr.csv,anaxagora.csv,gmerlin.csv,ffigo.csv,skia.csv,zemljanka.csv,wikipediardware.csv
anaxagora.csv,0.0,0.03,0.05,0.95,0.16,0.14,0.0,0.04,0.03
ctrlr.csv,0.0,0.36,0.86,0.1,0.12,0.0,0.0,0.14,0.66
empserver.csv,0.0,1.0,0.14,0.19,0.5,0.37,0.65,0.17,0.34
ffigo.csv,0.0,0.33,0.29,0.48,0.47,0.99,0.3,0.2,0.32
gmerlin.csv,1.0,0.14,0.14,0.33,0.94,0.14,0.43,0.31,0.0
skia.csv,1.0,0.25,0.0,0.57,0.34,0.12,1.0,0.19,0.03
wikipediardware.csv,1.0,0.75,0.81,0.9,0.78,0.76,0.96,0.77,0.97
zemljanka.csv,1.0,0.72,0.95,1.0,0.88,0.97,0.96,1.0,0.92
