,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.02,0.38,0.01,0.1,1.0,0.08,0.28,0.83,0.14,0.02,0.43,0.05,0.06,0.71,0.3,0.25,0.29,0.07,0.29,0.4
blogentis.csv,0.02,0.36,0.01,0.11,0.79,0.05,0.52,0.83,0.05,0.03,0.35,0.05,0.03,0.69,0.3,0.21,0.18,0.08,0.35,0.44
carabiner.csv,0.03,0.35,0.02,0.06,0.86,0.05,0.35,0.86,0.08,0.03,0.31,0.05,0.04,0.5,0.32,0.27,0.19,0.07,0.42,0.65
continuum-ide.csv,0.0,0.38,0.0,0.11,0.5,0.33,0.6,0.8,0.07,0.5,0.5,0.0,0.08,0.85,0.52,0.38,0.22,0.12,0.0,1.0
emulemorph.csv,0.0,0.55,0.05,0.17,1.0,0.06,0.34,0.0,0.45,0.0,0.5,0.12,0.14,0.77,0.6,0.0,0.2,0.11,1.0,0.4
gtad.csv,0.14,0.46,0.01,0.15,1.0,0.17,0.33,1.0,0.11,0.05,0.62,0.25,0.1,1.0,0.32,0.38,0.25,0.13,1.0,0.5
htmlunit.csv,0.06,0.38,0.01,0.14,1.0,0.17,0.29,1.0,0.12,0.04,0.5,0.12,0.07,0.87,0.36,0.28,0.16,0.12,0.94,0.37
jaxen.csv,0.03,0.33,0.01,0.14,0.8,0.07,0.27,0.81,0.22,0.0,0.4,0.38,0.05,0.61,0.26,0.25,0.16,0.07,0.67,0.28
jsr308-langtools.csv,0.03,0.0,0.0,0.0,0.82,0.06,0.26,0.84,0.12,0.02,0.0,0.06,0.0,0.93,0.3,0.22,0.16,0.08,0.36,0.3
jvcl.csv,0.1,0.53,0.4,0.24,1.0,0.2,0.36,1.0,0.11,0.0,0.41,0.12,0.09,0.8,0.32,0.22,0.24,0.0,0.87,0.33
kaffeine.csv,0.03,0.47,0.01,0.1,0.98,0.1,0.3,0.85,0.03,0.03,0.39,0.08,0.05,0.62,0.35,0.3,0.18,0.07,0.37,0.37
m-m-m.csv,0.06,0.39,0.02,0.08,0.89,0.08,0.23,0.95,0.09,0.02,0.26,0.06,0.07,0.59,0.35,0.23,0.15,0.03,0.39,0.31
motu.csv,0.03,0.39,0.02,0.11,0.88,0.05,0.25,0.84,0.08,0.0,0.29,0.06,0.07,0.62,0.29,0.45,0.19,0.1,0.36,0.36
nh3d.csv,0.03,0.41,0.67,0.0,0.82,0.06,0.26,0.84,0.11,0.02,0.53,0.06,0.0,0.6,0.3,0.22,0.16,0.08,0.4,0.3
sarasvati.csv,0.04,0.42,0.01,0.06,1.0,0.17,0.16,0.85,0.03,0.06,0.36,0.05,0.0,0.78,0.36,0.27,0.25,0.14,0.29,0.42
stemkit.csv,0.0,0.42,0.0,0.12,0.86,0.0,0.4,0.81,0.15,0.0,0.45,0.0,0.1,0.88,0.67,0.14,0.04,0.19,0.51,0.17
taokgame.csv,0.04,0.0,0.0,0.11,1.0,0.03,0.33,1.0,0.56,0.0,0.18,0.05,0.1,0.55,0.27,0.0,0.12,0.09,0.5,0.32
wgs-assembler.csv,0.05,0.47,0.01,0.1,1.0,0.08,0.25,1.0,0.16,0.02,0.54,0.18,0.06,0.8,0.29,0.25,0.19,0.09,0.2,0.44
zabbix.csv,0.04,0.37,0.0,0.1,1.0,0.06,0.32,0.88,0.07,0.0,0.43,0.07,0.06,0.79,0.29,0.22,0.15,0.12,0.57,0.16
