,gtad.csv,wgs-assembler.csv,nh3d.csv,jvcl.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,scen-connect.csv,htmlunit.csv,jaxen.csv,emulemorph.csv,jsr308-langtools.csv,continuum-ide.csv,motu.csv,anaxagora.csv,stemkit.csv,zabbix.csv,carabiner.csv
anaxagora.csv,0.05,0.52,0.02,0.18,0.71,0.15,0.42,0.53,0.23,0.04,0.48,0.1,0.12,0.63,0.44,0.39,0.4,0.13,0.38,0.52
blogentis.csv,0.05,0.48,0.02,0.19,0.82,0.09,0.6,0.51,0.07,0.06,0.5,0.1,0.05,0.76,0.47,0.27,0.29,0.15,0.46,0.26
carabiner.csv,0.06,0.48,0.03,0.11,0.87,0.07,0.46,0.52,0.14,0.06,0.43,0.09,0.08,0.29,0.48,0.37,0.28,0.13,0.57,0.62
continuum-ide.csv,0.0,0.5,0.0,0.18,0.22,0.24,0.21,0.36,0.08,0.67,0.5,0.0,0.11,0.51,0.62,0.29,0.13,0.14,0.0,0.09
emulemorph.csv,0.0,0.24,0.08,0.24,0.44,0.07,0.42,0.0,0.48,0.0,0.04,0.19,0.24,0.47,0.27,0.0,0.08,0.19,0.12,0.15
gtad.csv,0.25,0.54,0.01,0.14,0.25,0.24,0.43,0.08,0.11,0.09,0.39,0.31,0.17,0.46,0.33,0.51,0.22,0.19,0.35,0.35
htmlunit.csv,0.11,0.51,0.02,0.24,0.49,0.23,0.35,0.3,0.18,0.07,0.56,0.18,0.12,0.58,0.44,0.43,0.23,0.19,0.37,0.42
jaxen.csv,0.06,0.46,0.02,0.23,0.85,0.13,0.4,0.73,0.35,0.0,0.5,0.56,0.1,0.7,0.38,0.39,0.27,0.12,0.5,0.4
jsr308-langtools.csv,0.06,0.0,0.0,0.0,0.9,0.11,0.41,0.91,0.2,0.03,0.0,0.11,0.0,0.93,0.47,0.36,0.28,0.14,0.5,0.46
jvcl.csv,0.17,0.3,0.44,0.33,0.34,0.23,0.44,0.18,0.17,0.0,0.3,0.22,0.15,0.23,0.33,0.18,0.24,0.0,0.65,0.33
kaffeine.csv,0.06,0.26,0.01,0.19,0.9,0.17,0.44,0.57,0.04,0.05,0.53,0.14,0.1,0.77,0.52,0.44,0.27,0.12,0.52,0.46
m-m-m.csv,0.11,0.43,0.04,0.15,0.65,0.14,0.36,0.86,0.16,0.03,0.37,0.11,0.13,0.5,0.5,0.38,0.24,0.04,0.53,0.47
motu.csv,0.06,0.48,0.04,0.2,0.61,0.1,0.4,0.72,0.14,0.0,0.44,0.11,0.13,0.75,0.39,0.55,0.29,0.17,0.49,0.46
nh3d.csv,0.05,0.47,0.8,0.0,0.9,0.12,0.41,0.91,0.2,0.03,0.38,0.11,0.0,0.73,0.47,0.36,0.28,0.14,0.57,0.46
sarasvati.csv,0.07,0.34,0.02,0.1,0.15,0.28,0.2,0.34,0.05,0.12,0.43,0.1,0.0,0.68,0.44,0.36,0.35,0.15,0.37,0.46
stemkit.csv,0.0,0.34,0.0,0.21,0.51,0.0,0.31,0.63,0.24,0.0,0.39,0.0,0.17,0.61,0.2,0.15,0.04,0.3,0.48,0.17
taokgame.csv,0.08,0.0,0.0,0.17,0.12,0.05,0.29,0.18,0.71,0.0,0.06,0.08,0.17,0.29,0.21,0.0,0.18,0.12,0.48,0.29
wgs-assembler.csv,0.1,0.5,0.03,0.18,0.28,0.15,0.36,0.24,0.28,0.04,0.51,0.25,0.1,0.8,0.26,0.41,0.31,0.16,0.24,0.54
zabbix.csv,0.08,0.51,0.0,0.18,0.69,0.11,0.41,0.6,0.11,0.0,0.42,0.12,0.11,0.78,0.17,0.34,0.25,0.21,0.52,0.19
