,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,98.5,187.0,99.0,1159.5,951.5,98.5,660.0,96.5,98.5,99.0,94.5,494.0,99.0,99.0
exordium.csv,98.5,187.0,98.5,137.0,90.5,177.0,89.5,99.0,98.5,99.0,97.5,97.5,99.0,99.0
google-caja.csv,98.5,187.0,99.0,93.5,90.5,197.0,286.5,99.0,99.0,99.0,196.0,98.5,99.0,99.0
hydrogen.csv,98.5,0.0,99.0,1258.5,0.0,98.5,382.5,99.0,99.0,99.0,196.0,494.0,99.0,99.0
kmess.csv,89.5,187.0,99.0,674.0,665.0,98.5,89.5,176.0,175.0,69.5,84.5,494.0,99.0,99.0
kvs.csv,0.0,0.0,99.0,90.5,56.0,197.0,15.5,99.0,97.5,97.5,196.0,959.0,95.5,476.5
megameknet.csv,93.5,91.5,99.0,284.0,853.0,197.0,288.0,99.0,97.5,99.0,291.5,590.5,99.0,99.0
ns-3-dev-def-routing.csv,98.5,246.5,98.5,571.0,162.0,383.0,382.0,99.0,197.0,99.0,97.5,94.5,96.5,99.0
open-ms.csv,98.5,187.0,99.0,93.5,570.5,463.0,187.0,97.5,98.5,99.0,194.0,98.5,92.5,99.0
openmsx.csv,89.5,187.0,99.0,1258.5,951.5,98.5,771.5,96.5,99.0,98.5,287.5,395.0,99.0,689.5
rezilla.csv,184.0,82.5,99.0,385.0,855.0,127.0,753.5,157.0,97.5,1390.5,483.5,494.0,99.0,1370.0
sauerbraten.csv,98.5,187.0,99.0,1258.5,858.0,197.0,771.5,96.5,99.0,99.0,196.0,494.0,99.0,99.0
webdriver.csv,98.5,187.0,98.5,93.5,384.5,287.5,578.5,97.5,99.0,99.0,288.5,97.5,99.0,99.0
yafdotnet.csv,98.5,187.0,98.5,287.5,243.5,278.5,374.0,99.0,99.0,99.0,196.0,296.0,93.5,99.0
