,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,0.0,0.0,1.0,0.04,0.01,0.0,0.04,0.0,0.0
coot.csv,0.36,0.2,0.41,0.0,0.28,0.4,0.49,0.23,0.39,0.98
haggle.csv,0.49,0.6,0.99,0.85,0.5,0.65,0.59,0.43,0.42,0.59
ibatisdb.csv,0.12,0.48,0.27,0.0,0.98,0.38,0.0,0.23,0.34,0.6
jas.csv,0.29,0.0,0.34,0.0,0.04,0.19,1.0,0.17,0.27,0.45
mesa3d.csv,0.49,0.16,0.21,0.0,0.58,0.38,0.14,0.2,0.8,0.46
ngl.csv,0.48,0.42,0.65,0.89,0.31,1.0,0.29,0.34,0.56,0.59
pustefix.csv,0.42,0.93,0.06,0.0,0.13,0.1,0.59,0.31,0.34,0.0
scenemonitor.csv,1.0,0.55,0.32,0.94,0.28,0.43,0.49,0.58,0.57,0.67
wsmt.csv,0.18,0.0,0.36,0.38,0.1,0.3,0.42,0.95,0.14,0.12
