,scenemonitor.csv,pustefix.csv,haggle.csv,avisynth2.csv,ibatisdb.csv,ngl.csv,jas.csv,wsmt.csv,mesa3d.csv,coot.csv
avisynth2.csv,0.0,0.0,0.0,1.0,0.05,0.02,0.0,0.06,0.0,0.0
coot.csv,0.31,0.2,0.47,0.0,0.19,0.45,0.11,0.25,0.31,0.99
haggle.csv,0.49,0.44,0.99,0.17,0.38,0.66,0.14,0.47,0.29,0.63
ibatisdb.csv,0.16,0.32,0.33,0.0,0.99,0.41,0.0,0.27,0.26,0.62
jas.csv,0.38,0.0,0.4,0.0,0.05,0.24,1.0,0.2,0.2,0.46
mesa3d.csv,0.49,0.14,0.27,0.0,0.42,0.4,0.07,0.25,0.83,0.5
ngl.csv,0.45,0.33,0.7,0.21,0.23,0.99,0.08,0.37,0.36,0.6
pustefix.csv,0.46,0.95,0.1,0.0,0.09,0.14,0.14,0.32,0.31,0.0
scenemonitor.csv,1.0,0.39,0.38,0.29,0.18,0.48,0.11,0.59,0.35,0.67
wsmt.csv,0.22,0.0,0.44,0.15,0.1,0.36,0.14,0.97,0.14,0.15
