,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.38,0.27,0.44,0.0,0.34,0.77,0.2,0.48,0.59,0.57,0.76,0.31
archive-crawler.csv,0.34,0.29,0.56,0.06,0.77,0.8,0.61,0.6,0.64,0.61,0.71,0.45
blue-c.csv,0.79,0.79,0.89,0.0,0.94,0.8,0.54,0.76,0.82,0.61,0.9,0.93
dynalloy.csv,0.69,0.77,0.44,0.06,0.8,0.47,0.43,0.71,0.7,0.61,0.81,0.48
jcae.csv,0.38,0.19,0.89,0.06,0.29,0.57,0.31,0.36,0.32,0.74,0.38,0.33
kmatplot.csv,0.83,0.38,0.78,0.81,0.06,0.87,0.37,0.48,0.38,0.61,0.57,0.95
mscore.csv,0.9,1.0,1.0,0.56,0.83,0.93,0.7,0.83,0.93,0.96,1.0,1.0
nosleepsoftware.csv,0.07,0.0,0.0,0.69,0.0,0.03,0.26,0.07,0.02,0.04,0.0,0.0
openmalaria.csv,0.72,0.54,1.0,0.69,0.57,0.73,0.84,0.74,0.82,0.7,0.9,0.67
popeye-chess.csv,0.52,0.38,0.78,0.31,0.74,0.57,0.62,0.48,0.71,0.74,0.81,0.6
riff-evolve.csv,0.69,0.44,0.89,0.0,0.66,0.4,0.41,0.36,0.68,0.48,0.62,0.83
virtuoso.csv,0.83,1.0,1.0,1.0,0.51,1.0,0.83,1.0,0.96,1.0,0.86,0.45
