,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.8,0.76,0.6,1.01,0.69,0.28,0.8,0.67,0.59,0.52,0.33,0.69
archive-crawler.csv,0.7,0.76,0.47,0.98,0.45,0.41,0.54,0.64,0.69,0.51,0.66,0.57
blue-c.csv,0.75,0.68,0.67,1.13,0.57,0.26,0.5,0.53,0.77,0.7,0.54,0.82
dynalloy.csv,0.85,0.35,0.7,1.07,0.78,0.54,0.72,0.85,0.61,0.76,0.57,0.82
jcae.csv,0.65,0.82,0.23,0.97,0.71,0.45,0.7,0.66,0.69,0.54,0.69,0.67
kmatplot.csv,0.3,0.74,0.67,0.93,0.94,0.77,0.7,0.57,0.67,0.63,0.63,0.99
mscore.csv,0.76,1.0,0.96,0.88,0.42,0.45,0.41,0.57,0.91,0.96,0.97,0.89
nosleepsoftware.csv,0.93,1.0,1.0,0.37,1.0,0.97,0.78,0.93,0.98,0.96,1.0,1.0
openmalaria.csv,0.57,0.71,0.89,0.77,0.44,0.45,0.59,0.34,0.61,0.62,0.91,0.7
popeye-chess.csv,0.55,0.66,0.67,0.86,0.37,0.5,0.5,0.56,0.54,0.62,0.5,0.59
riff-evolve.csv,0.48,0.58,0.73,1.06,0.41,0.6,0.6,0.65,0.4,0.65,0.6,0.58
virtuoso.csv,0.8,0.99,0.96,1.0,0.89,1.0,0.84,1.0,0.97,0.89,0.91,0.56
