,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,ingex.csv,power-architect.csv,javaprofiler.csv
apertium.csv,0.36,0.5,0.62,0.24,0.69,0.62,0.51,0.39,0.17,0.69,1.0,0.3,0.63,0.38,0.7,0.38,0.79,0.72
beast-mcmc.csv,1.0,0.53,0.61,0.18,0.88,0.73,0.65,0.41,0.37,0.61,0.28,0.25,0.73,0.45,0.67,0.36,0.67,0.8
cuberok.csv,0.27,0.46,0.59,0.32,0.62,0.51,0.52,0.95,0.19,0.65,0.27,0.32,0.63,0.36,0.55,0.3,0.8,0.62
exist.csv,0.5,0.43,0.61,0.3,0.78,0.52,0.65,0.36,0.27,0.67,0.32,0.4,0.97,0.33,0.5,0.46,0.73,0.76
ingex.csv,0.43,0.71,0.5,0.31,1.0,0.5,0.63,0.4,0.25,0.54,0.07,0.33,0.83,0.56,0.75,1.0,0.86,0.57
javaprofiler.csv,0.41,0.39,0.64,0.21,0.77,0.54,0.54,0.42,0.21,0.51,0.52,0.32,0.63,0.41,0.46,0.36,0.82,0.99
jbasic.csv,0.59,0.38,0.7,0.28,0.88,0.5,0.69,0.56,0.17,0.98,0.32,0.36,0.79,0.42,0.67,0.48,0.79,0.8
jgnash.csv,0.47,0.73,0.5,0.2,0.78,0.45,0.67,0.5,1.0,0.64,0.4,0.29,0.59,0.35,0.4,0.12,0.75,0.82
jrefactory.csv,0.19,0.42,1.0,0.24,0.55,0.47,0.46,0.52,0.17,0.42,0.3,0.34,0.48,0.43,0.55,0.31,0.83,0.74
jsecurity.csv,0.22,0.6,0.41,1.0,0.65,0.43,0.53,0.4,0.14,0.75,0.33,0.35,0.44,0.26,0.54,0.51,0.85,0.76
libopenmetaverse.csv,0.25,0.22,0.58,0.14,0.63,1.0,0.49,0.43,0.14,0.51,0.19,0.38,0.56,0.32,0.44,0.38,0.7,0.71
mobicents.csv,0.43,0.48,0.62,0.21,0.71,0.63,0.99,0.42,0.12,0.63,0.34,0.58,0.61,0.42,0.58,0.41,0.84,0.59
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.47,0.65,0.32,0.94,0.43,0.58,0.5,0.47,0.57,0.27,0.5,0.66,0.98,0.52,0.5,0.88,0.73
openefm.csv,0.4,1.0,0.52,0.26,0.8,0.48,0.63,0.88,0.08,0.69,0.24,0.21,0.64,0.33,0.5,0.53,0.88,0.68
power-architect.csv,0.25,0.31,0.62,0.21,0.63,0.49,0.55,0.31,0.15,0.43,0.32,0.29,0.6,0.34,0.56,0.26,1.0,0.54
sidekar.csv,0.31,0.37,0.52,0.3,1.0,0.6,0.61,0.52,0.23,0.53,0.41,0.43,0.69,0.35,0.6,0.44,0.81,0.67
wheat.csv,0.27,0.33,0.38,0.32,0.45,0.57,0.5,0.39,0.11,0.75,0.27,0.35,0.61,0.18,1.0,0.5,1.0,0.63
yarp0.csv,0.27,0.3,0.58,0.16,0.64,0.57,0.51,0.35,0.13,0.49,0.3,1.0,0.64,0.32,0.61,0.47,0.78,0.64
