,recall,precision,pf,wins
adaptagrams.csv,0.285,0.62,0.165,15
customsagetv.csv,0.32499999999999996,0.6,0.175,14
glas.csv,0.7,0.565,0.655,9
intact.csv,0.59,0.545,0.42000000000000004,12
japano.csv,0.77,0.445,0.84,1
jas.csv,0.28500000000000003,0.44999999999999996,0.28,7
lazarus-ccr.csv,0.625,0.4,0.715,0
officefloor.csv,0.41000000000000003,0.545,0.245,13
primefaces.csv,0.95,0.455,0.94,3
pustefix.csv,0.41000000000000003,0.52,0.41,8
red5.csv,0.69,0.525,0.78,6
redshell.csv,0.55,0.405,0.53,2
rohxel.csv,0.355,0.525,0.22499999999999998,11
roolo.csv,0.685,0.47,0.65,5
toped.csv,0.88,0.505,0.885,4
xreal.csv,0.30500000000000005,0.52,0.225,10
