,awemud.csv,tzod.csv,freebios.csv,k3b.csv,quarkplusplus.csv,powerfolder.csv,loki-lib.csv
awemud.csv,0.37,0.46,0.18,0.29,0.28,0.56,0.17
freebios.csv,0.53,0.75,0.22,0.54,0.84,0.52,0.67
k3b.csv,0.93,0.9,0.39,0.38,0.81,0.7,0.89
loki-lib.csv,0.3,0.27,0.78,0.17,0.34,0.15,0.24
powerfolder.csv,0.37,0.21,0.1,0.25,0.28,0.09,0.15
quarkplusplus.csv,0.07,0.23,0.02,0.17,0.31,0.31,0.17
tzod.csv,0.43,0.29,0.43,0.46,0.25,0.27,0.15
