,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.29,0.32,0.05,0.09,0.3,0.24,0.11,0.42,0.1,1.0,0.24
gdis.csv,0.75,0.59,0.2,0.15,0.51,0.21,0.68,0.35,1.0,0.19,0.2
genoviz.csv,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0
kml.csv,0.4,0.1,0.18,0.16,0.57,0.32,0.99,0.2,0.59,0.24,0.23
omseek.csv,0.19,0.0,0.21,0.05,0.22,0.98,0.45,0.23,0.7,0.14,0.0
ossbuild.csv,0.49,0.64,1.0,0.1,0.58,0.22,0.21,0.2,0.41,0.24,0.21
popeye-chess.csv,0.48,0.97,0.18,0.15,0.57,0.28,0.68,0.4,0.76,0.3,0.24
quarkplayer.csv,0.3,0.1,0.0,0.84,0.09,0.0,0.09,0.35,0.22,0.0,0.31
turbotrader-bos.csv,0.52,0.51,0.4,0.08,0.99,0.22,0.36,0.35,0.44,0.16,0.35
virtuoso.csv,0.67,0.41,0.23,0.12,0.43,0.23,0.35,0.96,0.67,0.24,0.23
zscreen.csv,0.99,0.66,0.39,0.13,0.56,0.22,0.33,0.41,0.55,0.24,0.25
