,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.2,0.24,0.07,0.31,0.3,0.34,0.07,0.55,0.06,1.0,0.44
gdis.csv,0.67,0.27,0.46,0.63,0.33,0.49,0.58,0.41,1.0,0.43,0.61
genoviz.csv,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,1.0
kml.csv,0.3,0.07,0.41,0.48,0.66,0.65,0.98,0.22,0.48,0.51,0.6
omseek.csv,0.13,0.0,0.54,0.11,0.22,0.98,0.26,0.25,0.27,0.2,0.0
ossbuild.csv,0.41,0.59,1.0,0.39,0.64,0.43,0.17,0.17,0.31,0.45,0.59
popeye-chess.csv,0.4,0.95,0.47,0.61,0.71,0.71,0.72,0.64,0.66,0.66,0.67
quarkplayer.csv,0.23,0.07,0.0,0.77,0.06,0.0,0.07,0.4,0.15,0.0,0.45
turbotrader-bos.csv,0.47,0.47,0.39,0.21,0.98,0.43,0.26,0.38,0.33,0.29,0.63
virtuoso.csv,0.59,0.34,0.21,0.47,0.54,0.61,0.32,0.94,0.55,0.53,0.61
zscreen.csv,0.98,0.71,0.74,0.59,0.65,0.57,0.26,0.66,0.44,0.45,0.71
