,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,98.5,292.5,98.5,96.5,295.0,282.5,290.5,197.5,98.5,90.5,270.5,98.5,98.5,99.0,280.5,196.0,196.5
enzo.csv,98.5,295.0,98.5,96.5,493.0,578.5,293.5,197.5,98.5,278.5,562.0,97.5,98.5,99.0,197.5,394.0,196.5
hydrogen.csv,98.5,392.5,197.5,0.0,493.0,284.0,293.5,197.5,98.5,0.0,562.0,197.5,0.0,99.0,197.5,394.0,195.5
keyczar.csv,1091.0,287.5,425.5,263.5,379.0,0.0,97.5,0.0,194.0,0.0,262.0,0.0,98.5,99.0,98.5,624.0,684.5
lphant.csv,98.5,295.0,197.5,96.5,394.5,385.5,293.5,197.5,91.5,90.5,253.5,97.5,98.5,99.0,98.5,196.0,97.5
lsb.csv,98.5,97.5,197.5,96.5,493.0,753.0,192.0,98.5,98.5,95.5,253.5,287.0,98.5,99.0,197.5,295.0,196.5
maya-work-in-progress.csv,98.5,392.5,197.5,96.5,394.0,385.5,293.5,197.5,98.5,193.0,464.5,196.5,98.5,99.0,197.5,295.0,196.5
mcore3d.csv,98.5,295.0,98.5,96.5,93.5,89.5,160.0,0.0,91.5,193.0,87.5,196.5,93.5,99.0,98.5,196.0,97.5
mscore.csv,98.5,392.5,197.5,96.5,97.5,286.5,293.5,197.5,98.5,90.5,369.0,197.5,98.5,99.0,98.5,196.0,97.5
natpad.csv,98.5,195.0,197.5,96.5,576.5,189.0,293.5,197.5,98.5,95.5,276.5,197.5,98.5,99.0,379.5,97.5,97.5
rocrail.csv,98.5,291.0,98.5,96.5,97.5,286.5,288.5,96.5,98.5,90.5,186.0,98.5,91.5,99.0,281.5,185.0,97.5
salasaga.csv,98.5,293.5,197.5,266.5,381.5,286.5,293.5,197.5,94.5,95.5,369.0,197.5,98.5,99.0,280.5,196.0,97.5
virtuoso.csv,0.0,392.5,197.5,96.5,493.0,771.5,293.5,188.0,98.5,342.0,562.0,0.0,96.5,99.0,98.5,394.0,0.0
xemeiah.csv,98.5,195.0,98.5,96.5,374.0,1083.0,386.0,197.5,98.5,193.0,270.5,197.5,98.5,99.0,284.0,97.5,97.5
xined.csv,0.0,0.0,0.0,96.5,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,88.5,0.0,0.0,0.0,0.0
xtreemfs.csv,98.5,294.0,197.5,96.5,196.5,673.0,292.5,197.5,190.0,193.0,464.5,196.5,68.5,99.0,281.5,196.0,97.5
yield.csv,98.5,392.5,98.5,96.5,295.0,385.5,292.5,197.5,98.5,193.0,366.0,197.5,96.5,99.0,281.5,196.0,97.5
