,pclasses.csv,tzod.csv,psrchive.csv,liferea.csv,atlc.csv,theresa.csv,pfaedit.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,adobe-source.csv,ipfilter.csv
adobe-source.csv,0.16,0.06,0.12,0.0,0.0,0.24,0.17,0.1,0.11,0.5,0.01,0.34,1.0,0.17,0.16
atlc.csv,0.64,0.4,0.55,0.84,0.21,0.84,0.69,0.78,0.98,0.66,0.98,0.68,1.0,0.82,0.42
ipfilter.csv,0.89,0.31,0.64,0.86,0.9,0.84,0.83,0.63,0.96,0.58,0.97,0.67,1.0,0.78,0.11
liferea.csv,0.59,0.17,0.4,0.25,0.31,0.86,0.14,0.21,0.21,0.45,0.26,0.26,0.0,0.23,0.26
miranda-icq.csv,0.48,0.46,0.44,0.93,1.0,0.9,0.14,0.83,0.55,0.39,0.02,0.31,1.0,0.5,0.16
opensim4opencog.csv,0.3,0.42,0.41,0.2,0.03,0.58,0.51,0.25,0.19,0.71,0.43,0.36,0.0,0.35,0.37
pclasses.csv,0.14,0.38,0.05,0.05,0.0,0.28,0.2,0.32,0.02,0.18,0.01,0.0,0.0,0.35,0.32
pfaedit.csv,0.11,0.15,0.44,0.25,0.0,0.36,0.26,0.18,0.02,0.58,0.1,0.01,0.0,0.23,0.0
psrchive.csv,0.27,0.15,0.2,0.68,0.93,0.36,0.6,0.52,0.06,0.5,0.69,0.84,0.0,0.33,0.74
theresa.csv,0.27,0.29,0.32,0.09,0.07,0.24,0.34,0.16,0.02,0.34,0.53,0.37,0.0,0.2,0.47
thrust.csv,0.07,0.15,0.23,0.2,0.14,0.02,0.4,0.61,0.36,0.34,0.26,0.34,0.0,0.54,0.53
tktoolkit.csv,0.39,0.83,0.52,0.68,0.17,0.36,0.69,0.61,0.57,0.47,0.14,0.9,1.0,0.59,0.79
tzod.csv,0.34,0.31,0.35,0.34,0.34,0.3,0.23,0.25,0.09,0.45,0.69,0.34,0.0,0.24,0.53
yaprm.csv,0.59,0.25,0.43,0.02,0.0,0.38,0.06,0.17,0.45,0.34,0.25,0.0,1.0,0.35,0.0
