,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,rodin-b-sharp.csv,gwanted.csv,java-gnome.csv,tycho.csv,unicase.csv,codesmith.csv
codesmith.csv,0.2,0.95,0.14,0.53,0.44,0.41,0.44,0.27,0.69,0.65,0.52,0.88
gwanted.csv,0.47,0.56,0.31,0.47,0.23,0.73,0.32,0.52,0.15,0.0,0.76,0.0
ivatamasks.csv,0.43,0.7,0.13,0.8,0.68,0.37,0.29,0.36,0.19,0.7,0.74,0.61
java-gnome.csv,0.63,0.32,0.09,0.0,0.53,0.24,0.2,0.15,0.89,0.5,0.27,0.61
orc.csv,0.06,0.66,0.48,0.54,0.1,0.75,0.29,0.29,0.15,0.21,0.57,0.27
plato.csv,0.41,0.99,0.18,0.79,0.79,0.9,0.52,0.33,0.41,0.71,0.84,0.78
rodin-b-sharp.csv,0.69,0.53,0.4,0.34,0.19,0.69,0.79,0.23,0.87,0.0,0.4,0.53
tycho.csv,0.16,0.72,0.25,0.68,0.52,0.52,0.34,0.35,0.53,0.78,0.77,0.35
umber.csv,0.79,0.92,0.19,0.83,0.63,0.9,0.55,0.26,0.88,0.45,0.66,0.79
unicase.csv,0.64,0.94,0.22,0.75,0.48,0.87,0.59,0.37,0.85,0.41,0.81,0.64
vienna-add-in.csv,0.41,0.69,0.12,0.69,0.74,0.66,0.33,0.29,0.2,0.69,0.49,0.22
wpdev.csv,0.41,1.0,0.19,0.81,0.78,0.91,0.53,0.26,0.86,0.72,0.84,0.71
