,ifa
inkscape.csv,2.0
wxcrp.csv,1.0
m-m-m.csv,0.0
bacula.csv,1.0
extprosys.csv,0.0
lsb.csv,13.0
fritzing.csv,0.0
robocode.csv,3.0
capcode.csv,5.0
openefm.csv,1.0
etics.csv,4.0
novembre.csv,1.0
lmms.csv,1.0
codeblocks.csv,1.0
ontomorphtab.csv,0.0
x-ray-mule.csv,2.0
openintents.csv,0.0
atomsite.csv,2.0
bloodycore.csv,1.0
checker-framework.csv,0.0
arianne.csv,1.0
dsworkbench.csv,0.0
gogoego.csv,4.0
electric-core.csv,7.0
atlc.csv,0.0
rosegarden.csv,0.0
linuxsh.csv,1.0
theresa.csv,26.0
jcae.csv,14.0
dxengine.csv,1.0
uwom-server.csv,1.0
ivatamasks.csv,2.0
playerstage.csv,1.0
taverna.csv,3.0
rtb-team.csv,3.0
projectts.csv,0.0
autofac.csv,1.0
nsis.csv,0.0
knowledge.csv,0.0
esmf.csv,0.0
abbot.csv,0.0
konversation.csv,5.0
arsenal-1.csv,0.0
utgb.csv,4.0
taokgame.csv,4.0
openmeetings.csv,4.0
nosleepsoftware.csv,20.0
jsidplay2.csv,0.0
chipster.csv,1.0
badtrinitycore.csv,23.0
redshell.csv,0.0
zengine.csv,2.0
javagroups.csv,1.0
hazelcast.csv,0.0
xuggle.csv,12.0
moviesandbox.csv,1.0
jrefactory.csv,0.0
alembik.csv,1.0
mule.csv,1.0
aubit4gl.csv,1.0
sepgsql.csv,20.0
sblim.csv,8.0
pentahoanalysistool.csv,3.0
rezilla.csv,1.0
pcgen.csv,2.0
dvd-create.csv,0.0
freenet.csv,1.0
ivef-sdk.csv,0.0
adonthell.csv,0.0
algebsql.csv,0.0
