,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.34,0.39,0.44,0.13,0.62,0.64
kmess.csv,0.39,0.68,0.71,0.18,0.32,0.75
minig.csv,0.33,0.44,0.57,0.12,0.67,0.56
ossbuild.csv,0.46,0.61,0.35,0.32,0.4,0.67
rezilla.csv,0.58,0.32,0.62,0.1,0.67,0.59
webdriver.csv,0.22,0.69,0.39,0.12,0.4,0.67
