,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.83,0.8,0.95,0.81,0.78,0.71,0.94,0.56,0.95,0.0,0.64
gdis.csv,0.62,0.94,0.86,0.73,0.91,0.83,0.77,0.89,0.0,0.89,0.72
genoviz.csv,1.0,1.0,1.0,1.0,0.94,1.0,1.0,1.0,1.0,1.0,0.0
kml.csv,0.74,0.95,0.75,0.62,0.47,0.46,0.03,0.84,0.58,0.66,0.57
omseek.csv,0.89,1.0,0.75,0.92,0.86,0.03,1.01,0.81,0.99,0.86,1.09
ossbuild.csv,0.68,0.47,0.0,0.75,0.46,0.66,0.88,0.86,0.85,0.67,0.6
popeye-chess.csv,0.67,0.06,0.83,0.6,0.52,0.53,0.51,0.64,0.51,0.66,0.71
quarkplayer.csv,0.83,0.95,1.0,0.27,0.95,1.01,0.96,0.68,0.88,1.0,0.61
turbotrader-bos.csv,0.73,0.61,0.66,0.85,0.03,0.66,0.78,0.69,0.72,0.81,0.45
virtuoso.csv,0.68,0.72,0.95,0.7,0.76,0.76,0.78,0.07,0.6,0.8,0.76
zscreen.csv,0.02,0.51,0.4,0.67,0.48,0.62,0.78,0.64,0.74,0.67,0.67
