,zscreen.csv,popeye-chess.csv,ossbuild.csv,quarkplayer.csv,turbotrader-bos.csv,omseek.csv,kml.csv,virtuoso.csv,gdis.csv,biodwh.csv,genoviz.csv
biodwh.csv,0.0,0.0,3.0,0.0,6.0,22.0,0.0,4.0,0.0,0.0,6.0
gdis.csv,0.0,11.0,3.0,6.0,7.0,64.0,2.0,23.0,0.0,17.0,14.0
genoviz.csv,72.0,78.0,250.0,168.0,1.0,300.0,74.0,181.0,69.0,82.0,0.0
kml.csv,1.0,2.0,10.0,6.0,3.0,9.0,0.0,4.0,0.0,3.0,10.0
omseek.csv,0.0,78.0,6.0,15.0,9.0,0.0,3.0,5.0,0.0,4.0,49.0
ossbuild.csv,0.0,0.0,0.0,21.0,4.0,26.0,2.0,1.0,2.0,10.0,11.0
popeye-chess.csv,1.0,0.0,1.0,14.0,4.0,19.0,1.0,7.0,0.0,9.0,15.0
quarkplayer.csv,1.0,3.0,250.0,0.0,0.0,300.0,0.0,0.0,0.0,82.0,5.0
turbotrader-bos.csv,0.0,4.0,2.0,13.0,0.0,27.0,0.0,7.0,0.0,20.0,5.0
virtuoso.csv,0.0,2.0,5.0,8.0,7.0,62.0,2.0,0.0,1.0,15.0,21.0
zscreen.csv,0.0,5.0,5.0,4.0,10.0,51.0,0.0,15.0,1.0,10.0,15.0
