,sauerbraten.csv,brlcad.csv,linuxsh.csv,konversation.csv,gnupdate.csv,ogre.csv,bdbbasic.csv,qse.csv,turbotrader-bos.csv,projecteqemu.csv,modplug.csv,openfrag.csv,xapian.csv,google-gears.csv,linux-ntfs.csv,sandiaportals.csv,nativeclient.csv,genoviz.csv
bdbbasic.csv,0.42,0.98,0.83,0.4,0.88,0.71,0.48,0.52,0.47,0.38,0.35,0.47,0.54,0.48,0.37,0.34,0.79,0.42
brlcad.csv,0.33,0.63,0.53,0.82,0.82,0.95,0.53,0.6,0.98,0.93,0.86,0.93,0.83,0.95,0.64,0.53,0.92,0.77
genoviz.csv,0.88,0.99,0.0,0.83,0.0,0.86,0.83,0.5,0.85,0.73,0.82,0.83,0.67,0.5,0.75,0.0,0.95,0.7
gnupdate.csv,0.35,0.56,0.65,0.43,0.67,0.68,0.62,0.51,0.45,0.5,0.6,0.56,0.66,0.59,0.42,0.48,0.81,0.36
google-gears.csv,0.68,0.4,0.56,0.45,0.45,0.45,0.41,0.4,0.42,0.5,0.35,0.45,0.4,0.48,0.36,0.4,0.51,0.37
konversation.csv,0.42,0.85,0.82,0.52,0.53,0.73,0.71,0.51,0.62,0.63,0.8,0.49,0.79,0.55,0.52,0.5,0.84,0.45
linux-ntfs.csv,0.45,0.45,0.58,0.71,0.71,0.46,0.45,0.69,0.52,0.42,0.38,0.51,0.39,0.53,0.54,0.55,0.52,0.31
linuxsh.csv,0.34,0.91,0.61,0.9,0.62,0.83,0.83,0.89,0.84,0.95,0.9,0.92,0.83,0.94,0.88,0.7,0.91,0.88
modplug.csv,0.32,0.45,0.45,0.41,0.46,0.41,0.43,0.42,0.39,0.41,0.42,0.45,0.38,0.47,0.4,0.38,0.5,0.33
nativeclient.csv,0.56,0.49,0.5,0.45,0.59,0.53,0.46,0.43,0.47,0.38,0.45,0.51,0.72,0.49,0.39,0.44,0.59,0.38
ogre.csv,0.83,0.75,0.69,0.47,0.92,0.45,0.54,0.63,0.54,0.5,0.63,0.55,0.54,0.5,0.54,0.49,0.52,0.61
openfrag.csv,0.33,0.46,0.44,0.49,0.54,0.97,0.4,0.52,0.51,0.41,0.44,0.52,0.57,0.53,0.4,0.42,0.72,0.36
projecteqemu.csv,0.33,0.49,0.42,0.75,0.46,0.96,0.6,0.43,0.48,0.46,0.47,0.93,0.9,0.7,0.44,0.69,0.62,0.32
qse.csv,0.32,0.99,0.5,0.49,0.86,0.88,0.75,0.44,0.46,0.37,0.44,0.53,0.56,0.54,0.53,0.77,0.95,0.41
sandiaportals.csv,0.32,0.52,0.48,0.45,0.53,0.97,0.45,0.46,0.47,0.46,0.59,0.57,0.68,0.6,0.41,0.44,0.72,0.36
sauerbraten.csv,0.38,0.44,0.44,0.42,0.46,0.42,0.4,0.43,0.46,0.38,0.38,0.43,0.39,0.46,0.4,0.39,0.49,0.37
turbotrader-bos.csv,0.33,0.58,0.89,0.71,0.81,0.94,0.61,0.47,0.46,0.46,0.57,0.64,0.68,0.73,0.38,0.45,0.96,0.38
xapian.csv,0.63,0.66,0.58,0.63,0.89,0.77,0.43,0.54,0.55,0.43,0.43,0.52,0.69,0.55,0.43,0.62,0.59,0.38
