,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.92,0.52,0.56,0.74,0.8,0.75,0.52,1.0,0.37,0.7,0.84,0.59,0.85,0.91,0.49,0.7,0.45,1.02
arsenal-1.csv,0.85,0.86,0.85,1.01,0.95,0.92,0.96,0.44,1.0,0.91,1.0,0.9,0.93,0.96,1.0,1.0,1.0,0.08
atomsite.csv,1.0,0.54,0.71,0.95,1.0,0.91,0.47,0.97,0.87,0.54,0.88,0.91,0.8,0.76,0.95,0.75,0.83,1.09
barracudamvc.csv,0.76,0.98,1.01,0.39,0.83,0.81,0.98,0.97,1.01,0.98,1.0,0.99,1.01,0.65,0.93,0.96,0.96,0.97
emisview.csv,0.85,1.0,0.86,0.81,0.95,0.87,0.66,0.75,0.45,0.42,0.85,0.57,1.0,0.93,0.58,0.78,0.59,1.02
findbugs.csv,1.02,0.49,0.55,0.88,0.95,0.8,0.72,0.75,0.48,0.72,0.8,0.48,0.81,0.79,0.74,0.49,0.88,0.66
jitterbit.csv,1.0,0.68,0.66,0.79,0.63,0.61,0.57,1.0,0.51,0.66,0.69,0.4,0.81,0.87,0.83,0.64,0.69,1.0
lite.csv,0.65,1.0,0.93,0.81,0.85,0.81,0.91,0.61,0.91,0.7,0.96,0.82,0.93,0.85,0.43,0.81,0.67,1.0
megasquirtavr.csv,0.92,1.0,0.93,0.88,0.45,1.0,0.74,1.0,0.96,0.97,0.62,0.6,0.82,1.0,0.86,0.65,0.87,1.28
ontopia.csv,0.54,0.92,0.63,0.86,0.8,0.85,0.79,0.69,0.74,0.69,0.88,0.83,1.0,0.33,0.78,0.82,0.79,0.72
openintents.csv,0.65,0.91,0.99,0.59,0.9,0.5,0.92,1.0,0.65,0.96,0.85,0.73,0.89,0.79,0.71,0.9,0.44,1.0
rectracker.csv,0.68,1.01,0.25,0.67,0.77,0.85,1.0,0.75,0.94,0.81,0.96,0.88,0.75,1.0,0.55,0.93,0.99,0.73
stajistics.csv,0.59,0.95,0.88,0.65,1.0,0.52,0.99,0.54,0.77,0.68,0.73,0.79,1.0,0.92,0.58,0.83,0.51,1.0
trackit.csv,0.98,1.01,1.0,0.97,0.91,0.8,0.86,0.92,0.93,0.83,0.58,0.86,0.68,0.65,0.84,0.74,0.92,1.0
wxlua.csv,0.78,0.92,0.53,0.77,0.87,0.84,0.91,0.77,0.58,0.87,0.75,0.64,0.52,0.67,0.93,0.7,0.83,0.49
x4x.csv,0.41,1.02,0.77,0.78,0.59,0.89,0.84,0.68,0.87,0.83,0.79,0.74,0.77,0.94,0.76,0.74,0.78,1.27
xharbour.csv,1.01,0.24,0.65,1.0,0.66,0.84,0.59,1.0,0.65,0.69,0.71,0.65,0.64,0.63,0.74,0.8,0.72,0.98
