,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.48,0.18,0.47,1.0,0.08,0.46
jahshaka.csv,0.67,0.47,0.39,1.0,0.08,0.45
jam-daq.csv,0.5,0.25,0.57,1.0,0.23,0.66
jatlas.csv,0.49,0.23,0.47,0.98,0.36,0.54
jedit.csv,0.79,0.17,0.47,0.97,0.06,0.45
open-media-library.csv,0.49,0.4,0.68,0.97,0.14,0.55
