,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.06,0.0,0.0,0.1,0.07
irrlicht.csv,1.0,0.59,1.0,1.0,1.0,1.0
qedo.csv,0.44,0.35,0.32,0.37,0.18,0.02
qse.csv,0.78,0.73,0.11,0.48,0.71,0.78
toped.csv,0.11,0.8,0.91,0.38,0.59,0.96
truevision.csv,0.33,0.49,0.11,0.23,0.83,0.24
