,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.42,0.89,0.37,0.3,0.45,0.42,0.51,0.09,0.44,0.3,0.37
libtorrent.csv,0.46,0.54,0.0,0.53,0.13,0.64,0.09,0.05,0.43,0.51,0.0
mcmc-jags.csv,0.46,0.32,0.26,0.65,0.5,0.54,0.63,0.21,0.3,0.48,0.68
natpad.csv,0.54,0.47,0.68,0.58,0.64,0.46,0.6,0.75,0.24,0.65,0.68
nebuladevice.csv,0.27,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.45,0.02,0.0
olap-navigator.csv,0.85,0.55,0.77,0.68,0.69,0.57,0.58,0.59,0.7,0.78,0.48
pidgin.csv,0.74,0.64,0.42,0.63,0.75,0.68,0.62,0.63,0.61,0.82,0.7
salasaga.csv,0.47,0.38,0.0,0.53,0.24,0.31,0.45,0.29,0.09,0.35,0.57
sepgsql.csv,0.02,0.17,0.05,0.0,0.15,0.12,0.05,0.0,0.0,0.0,0.0
xstore.csv,0.51,0.44,0.09,0.58,0.63,0.42,0.68,0.77,0.47,0.78,0.54
xtreemfs.csv,0.51,0.63,0.6,0.49,0.69,0.54,0.65,0.56,0.16,0.85,0.67
