,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,0.58,0.56,0.45,0.65,0.56,0.3,0.89,0.3,0.32,0.73,0.56
gstreamer.csv,0.59,0.58,0.44,0.66,0.61,0.21,0.71,0.34,0.38,0.73,0.51
ktc.csv,0.71,0.64,0.54,0.65,0.34,0.32,0.51,0.34,0.25,0.65,0.4
mbse.csv,0.57,0.54,0.53,0.61,0.39,0.31,0.6,0.33,0.35,0.53,0.43
nebuladevice.csv,0.4,0.37,0.0,0.53,0.4,0.08,0.25,0.12,0.51,0.05,0.23
neoengine.csv,0.57,0.63,0.4,0.6,0.22,0.22,0.51,0.3,0.35,0.71,0.49
openmalaria.csv,0.62,0.61,0.51,0.77,0.63,0.29,0.63,0.37,0.33,0.67,0.51
rtrt-on-gpu.csv,0.55,0.53,0.4,0.57,0.53,0.5,0.79,0.26,0.3,0.7,0.59
salasaga.csv,0.48,0.48,0.39,0.48,0.7,0.31,0.34,0.42,0.22,0.66,0.4
skia.csv,0.64,0.56,0.49,0.69,0.47,0.53,0.69,0.35,0.32,0.54,0.62
xemeiah.csv,0.61,0.56,0.42,0.33,0.74,0.43,0.59,0.35,0.26,0.67,0.49
