,acegisecurity.csv,wow-qrsk.csv,ppcboot.csv,wxstudio.csv,simplewebservices.csv,uwom.csv
acegisecurity.csv,0.0,0.2,0.64,0.45,0.24,0.16
ppcboot.csv,0.44,0.41,0.01,0.43,0.25,0.4
simplewebservices.csv,0.38,0.59,0.29,0.24,0.01,0.55
uwom.csv,0.55,0.04,0.97,0.31,0.48,0.0
wow-qrsk.csv,0.58,0.0,0.98,0.29,0.15,0.02
wxstudio.csv,0.4,0.39,0.14,0.04,0.1,0.46
