,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv,oscarmcmaster.csv
abbot.csv,0.66,0.3,0.0,0.27,0.0,0.0,0.55,0.72,0.4
jicarilla.csv,0.04,0.0,0.85,0.0,0.0,0.0,0.04,0.42,0.13
optalgtoolkit.csv,0.37,0.46,0.07,0.55,0.58,0.6,0.44,0.57,0.45
oscarmcmaster.csv,0.61,0.61,0.0,0.7,0.45,0.41,0.22,0.54,0.63
ossim.csv,0.24,0.26,0.28,0.79,0.0,0.41,0.5,0.35,0.31
projectts.csv,0.61,0.38,0.04,0.56,0.56,0.4,0.58,0.02,0.57
sabbu.csv,0.74,0.5,0.07,0.53,0.74,0.0,0.28,0.11,0.55
vxl.csv,0.5,0.41,0.21,0.29,0.42,0.43,0.45,0.19,0.58
zact.csv,0.48,0.1,0.25,0.42,0.71,0.0,0.61,0.37,0.4
