,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.9,0.34,0.79,0.61
jlinalg.csv,0.28,0.8,0.78,0.57
qmmp.csv,0.34,0.89,0.54,0.38
yale.csv,0.66,0.71,0.57,0.83
