,jlinalg.csv,arcallians.csv,yale.csv,qmmp.csv
arcallians.csv,0.76,0.79,0.16,0.63
jlinalg.csv,0.93,0.54,0.16,0.6
qmmp.csv,0.92,0.51,0.22,0.8
yale.csv,0.94,0.55,0.25,0.44
