,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.73,0.68,0.73,0.78,0.82,0.69,0.76,0.88,0.63,0.84,0.73,0.5,0.71,0.74,0.68,0.99,0.65,0.7,0.9,0.72
array4j.csv,0.89,0.92,0.62,0.91,0.86,0.66,0.8,0.91,0.93,0.93,0.64,0.55,1.05,0.86,0.97,0.97,0.65,0.82,0.95,0.63
bzbyte.csv,0.72,1.0,1.0,1.0,0.76,0.86,1.0,1.0,1.0,1.0,0.96,0.89,0.87,1.02,1.0,1.0,1.0,0.39,1.0,1.0
capcode.csv,0.69,0.73,0.77,0.66,0.29,0.64,0.85,0.76,0.89,0.59,0.59,0.74,1.04,0.99,1.07,0.69,0.81,0.59,0.82,0.74
fm-classic.csv,0.73,0.74,0.94,0.85,0.82,0.84,1.0,1.0,0.92,0.09,0.86,0.86,0.51,0.8,0.91,0.87,1.0,0.77,0.86,1.01
freenet.csv,0.67,0.37,0.74,1.0,0.63,0.47,0.8,0.96,1.05,1.0,0.83,0.62,0.71,1.02,0.88,0.88,0.53,0.61,0.89,0.82
hannosset.csv,0.88,0.86,0.62,0.78,0.92,0.87,0.88,1.0,0.92,1.0,0.78,0.86,1.0,1.02,0.91,0.84,0.3,0.85,0.86,0.74
haphazard.csv,0.77,0.67,1.0,0.92,0.74,0.69,0.77,0.66,1.0,1.09,0.49,0.78,0.86,1.04,0.85,1.0,1.04,0.64,0.77,0.74
intact.csv,0.58,0.5,0.65,0.67,0.59,0.55,0.45,0.62,0.69,0.79,0.82,0.53,0.57,0.76,0.64,0.98,0.68,0.69,0.87,0.7
ipfire-wall.csv,0.7,0.48,0.97,0.88,0.67,0.83,0.87,0.8,0.82,0.72,0.76,0.7,0.32,0.64,0.63,0.83,1.0,0.69,0.91,0.62
jlinalg.csv,0.72,0.25,0.67,0.78,0.93,0.86,0.8,0.81,0.89,0.75,0.88,0.75,0.66,0.71,1.02,0.79,0.91,0.68,1.0,0.71
nassp.csv,0.45,0.69,0.71,1.0,0.92,0.66,0.86,0.92,0.39,0.67,0.78,0.76,0.68,0.63,0.8,0.78,1.0,0.65,0.85,0.63
ondex.csv,0.86,0.84,0.64,0.96,0.85,0.58,0.63,0.85,0.84,0.73,0.44,0.8,0.58,0.52,0.68,0.82,0.76,0.87,0.55,0.6
optalgtoolkit.csv,0.61,0.89,0.85,0.49,0.55,0.63,0.71,0.88,0.68,0.94,0.75,0.67,0.83,0.63,0.82,0.61,0.82,0.69,0.75,0.73
pustefix.csv,0.58,0.49,1.01,0.88,0.78,0.68,0.74,0.49,0.71,0.9,0.57,0.64,0.43,0.92,0.84,0.9,0.93,0.61,0.79,0.71
soar.csv,1.0,0.68,0.91,0.97,0.76,0.89,0.95,1.0,1.0,0.99,0.84,0.78,1.0,1.0,1.0,0.5,0.99,0.73,0.77,1.01
sqlpower-library.csv,0.46,0.57,0.88,0.53,0.74,0.86,0.8,0.64,1.0,0.75,0.82,0.71,1.0,1.0,0.8,0.85,1.0,0.98,1.0,0.84
super-tux.csv,0.56,0.84,0.82,0.5,0.7,0.85,0.55,0.92,0.6,1.02,0.78,0.65,0.95,0.77,0.08,0.98,0.94,0.8,0.69,0.61
tart.csv,0.83,0.75,0.81,0.67,0.75,0.61,0.66,0.6,0.52,0.53,0.49,0.56,0.81,0.3,0.66,0.97,0.95,0.88,0.55,0.85
web-cat.csv,0.55,1.0,0.94,0.76,0.68,0.74,0.68,0.65,0.83,0.81,0.88,0.66,0.84,0.66,0.35,1.0,0.84,1.02,0.83,0.28
