,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.48,0.89,0.48,0.68,0.92,0.69,0.48,0.53,1.12,1.08,0.96,0.86,0.62,0.78,0.72,0.09,0.96,0.84
fbmanager.csv,0.77,0.8,0.4,0.67,0.65,0.73,0.67,0.52,0.39,0.79,0.77,0.58,0.63,0.97,0.42,0.76,1.0,0.4
fido.csv,1.0,0.91,1.0,0.74,1.0,0.98,1.0,1.0,1.03,0.99,0.13,1.0,1.0,0.94,1.0,0.89,0.82,1.0
fityk.csv,0.56,0.78,0.6,0.72,0.67,0.56,0.77,0.51,0.55,1.08,0.92,0.62,0.47,0.69,0.79,0.7,0.63,0.71
fleet-simulator.csv,0.8,0.91,0.92,0.75,0.77,1.0,0.8,0.83,0.91,0.53,0.92,0.71,0.78,0.99,0.77,0.02,0.76,0.82
google-caja.csv,0.39,0.86,0.5,0.34,0.97,0.51,0.9,0.38,0.94,0.98,0.96,0.65,0.76,0.96,0.71,0.19,0.87,0.73
hibernate.csv,0.53,0.63,0.55,0.51,0.83,0.65,0.7,0.62,0.69,0.91,0.28,0.44,0.63,0.8,0.48,0.67,0.54,0.78
itext.csv,0.51,0.73,0.45,1.0,0.8,0.48,0.9,0.35,0.79,0.47,0.66,0.45,0.64,0.75,0.47,0.68,0.54,0.78
k3b.csv,0.54,1.01,0.97,0.69,0.67,0.46,0.95,0.52,0.61,0.59,0.77,0.55,0.89,0.88,0.41,1.01,0.62,0.85
megameknet.csv,0.67,0.68,0.6,0.97,0.77,0.58,0.62,0.65,0.86,0.44,1.08,0.42,0.66,0.75,0.7,1.03,0.67,0.78
myfaces.csv,0.48,0.59,0.51,0.71,0.38,0.61,0.67,0.6,0.7,0.39,0.59,0.43,0.61,0.66,0.62,0.26,0.53,0.65
ninject.csv,0.6,0.63,0.74,0.84,0.81,0.8,0.69,0.53,0.72,0.41,0.57,0.75,0.69,0.89,0.89,0.89,0.8,0.11
ondex.csv,0.68,0.79,0.85,0.95,0.62,0.65,0.79,0.88,0.94,0.98,0.82,0.74,0.66,0.52,0.46,0.8,0.68,0.82
paintown.csv,0.39,0.71,0.72,1.01,0.94,0.59,0.62,0.6,0.91,0.97,0.89,0.95,0.57,0.93,0.89,1.01,0.87,1.0
poormans.csv,0.89,0.63,0.91,0.83,0.54,0.75,0.74,0.47,0.61,0.68,1.0,0.6,0.85,0.74,0.29,0.98,0.78,0.8
powerfolder.csv,0.6,0.82,0.54,0.86,0.58,0.51,0.71,0.83,0.1,0.71,0.58,0.7,0.65,0.77,0.65,0.57,0.63,0.89
smartgwt.csv,0.52,0.58,0.5,0.9,0.48,0.57,0.95,0.89,0.15,0.35,0.81,0.82,0.55,0.7,0.51,1.3,0.64,0.87
triplea.csv,0.51,0.34,0.5,0.63,0.97,0.58,0.67,0.47,0.83,0.96,0.92,0.59,0.53,0.59,0.83,0.13,0.65,0.69
