,paintown.csv,triplea.csv,fbmanager.csv,google-caja.csv,myfaces.csv,k3b.csv,dspace-gsoc.csv,itext.csv,powerfolder.csv,smartgwt.csv,fido.csv,megameknet.csv,fityk.csv,ondex.csv,poormans.csv,fleet-simulator.csv,hibernate.csv,ninject.csv
dspace-gsoc.csv,0.4,0.36,0.37,0.44,0.45,0.41,0.36,0.41,0.35,0.73,0.33,0.52,0.37,0.35,0.49,0.29,0.44,0.8
fbmanager.csv,0.88,0.73,0.46,0.61,0.98,0.74,0.59,0.43,0.55,0.97,0.85,0.77,0.5,0.8,0.42,0.77,0.0,0.41
fido.csv,0.5,0.67,0.0,0.73,0.0,0.5,0.0,0.0,0.8,0.0,0.94,0.0,0.0,0.88,0.0,0.83,0.95,0.0
fityk.csv,0.47,0.33,0.4,0.37,0.47,0.48,0.46,0.4,0.42,0.74,0.48,0.5,0.36,0.41,0.45,0.69,0.54,0.45
fleet-simulator.csv,0.42,0.29,0.41,0.33,0.44,0.39,0.3,0.41,0.35,0.64,0.33,0.49,0.36,0.31,0.4,0.3,0.41,0.42
google-caja.csv,0.39,0.29,0.34,0.34,0.42,0.37,0.27,0.31,0.34,0.55,0.31,0.43,0.31,0.3,0.38,0.27,0.41,0.4
hibernate.csv,0.53,0.38,0.57,0.43,0.5,0.51,0.38,0.73,0.39,0.55,0.67,0.58,0.43,0.36,0.53,0.61,0.57,0.46
itext.csv,0.46,0.3,0.39,0.33,0.42,0.47,0.3,0.38,0.34,0.4,0.49,0.47,0.37,0.37,0.51,0.63,0.45,0.4
k3b.csv,0.4,0.29,0.43,0.34,0.44,0.43,0.3,0.4,0.41,0.41,0.39,0.45,0.33,0.35,0.42,0.36,0.4,0.4
megameknet.csv,0.49,0.34,0.45,0.36,0.49,0.54,0.38,0.42,0.45,0.44,0.58,0.51,0.43,0.35,0.48,0.44,0.52,0.48
myfaces.csv,0.47,0.5,0.5,0.69,0.59,0.5,0.53,0.59,0.33,0.34,0.65,0.59,0.42,0.42,0.76,0.3,0.5,0.48
ninject.csv,0.55,0.5,0.83,0.59,0.69,0.79,0.44,0.45,0.38,0.34,0.58,0.9,0.58,0.96,0.92,0.72,0.79,0.73
ondex.csv,0.74,0.9,0.83,0.75,0.49,0.56,0.62,0.8,0.4,0.83,0.43,0.97,0.54,0.72,0.48,0.82,0.74,0.91
paintown.csv,0.44,0.44,0.42,0.37,0.45,0.45,0.36,0.59,0.39,0.58,0.37,0.47,0.35,0.34,0.55,0.4,0.5,0.38
poormans.csv,0.92,0.42,0.94,0.93,0.55,0.93,0.45,0.41,0.92,0.95,0.75,0.75,0.8,0.33,0.49,0.0,0.98,0.5
powerfolder.csv,0.51,0.88,0.42,0.91,0.66,0.42,0.71,0.89,0.94,0.82,0.66,0.58,0.5,0.96,0.68,0.48,0.61,0.61
smartgwt.csv,0.45,0.58,0.37,0.36,0.65,0.43,0.36,0.88,0.78,0.35,0.31,0.65,0.33,0.41,0.46,0.89,0.64,0.38
triplea.csv,0.46,0.44,0.42,0.35,0.43,0.42,0.45,0.5,0.39,0.64,0.35,0.55,0.43,0.43,0.48,0.3,0.51,0.56
