,f1,g,recall,precision,pf,wins
blogentis.csv,0.12,0.45499999999999996,0.6000000000000001,0.07,0.585,3
emulemorph.csv,0.03,0.02,0.015,0.02,0.17,0
jaxen.csv,0.31,0.48,0.78,0.19,0.79,8
jvcl.csv,0.19,0.51,0.475,0.22999999999999998,0.21500000000000002,9
m-m-m.csv,0.135,0.385,0.8049999999999999,0.08,0.76,2
motu.csv,0.165,0.47,0.675,0.09,0.55,5
nh3d.csv,0.24,0.0,1.0,0.14,1.0,1
sarasvati.csv,0.16,0.415,0.56,0.115,0.375,6
wgs-assembler.csv,0.16,0.485,0.495,0.10500000000000001,0.47,4
zabbix.csv,0.19,0.48,0.45,0.12000000000000001,0.36,7
