,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.45,0.02,0.12,0.12,0.6,0.62,0.05,0.1,0.05,0.2,0.42,0.0
emulemorph.csv,0.21,0.0,0.28,0.0,0.42,0.0,0.0,0.06,0.23,0.0,0.06,0.0
jaxen.csv,0.46,0.02,0.23,0.12,0.4,0.74,0.04,0.59,0.1,0.39,0.56,0.0
jvcl.csv,0.17,0.67,0.31,0.21,0.42,0.15,0.0,0.17,0.13,0.24,0.57,0.02
m-m-m.csv,0.4,0.03,0.13,0.14,0.37,0.86,0.03,0.11,0.03,0.38,0.49,0.04
motu.csv,0.52,0.03,0.23,0.08,0.39,0.54,0.0,0.1,0.1,0.58,0.7,0.0
nh3d.csv,0.48,0.8,0.0,0.12,0.41,0.91,0.03,0.11,0.0,0.36,0.57,0.02
sarasvati.csv,0.34,0.02,0.08,0.27,0.2,0.39,0.12,0.11,0.05,0.39,0.45,0.08
wgs-assembler.csv,0.47,0.04,0.18,0.17,0.33,0.15,0.05,0.14,0.1,0.44,0.18,0.0
zabbix.csv,0.51,0.0,0.27,0.13,0.25,0.49,0.0,0.12,0.13,0.33,0.61,0.0
