,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.39,0.52,0.46,0.56,0.56,0.49,0.41,0.5,0.5,0.44,0.56,0.37,0.45,0.47,0.84,0.4,0.41,0.39,0.53,0.38
galaxium.csv,0.35,0.38,0.46,0.47,0.38,0.45,0.33,0.51,0.78,0.37,0.45,0.38,0.48,0.42,0.58,0.42,0.32,0.34,0.41,0.61
itext.csv,0.37,0.39,0.4,0.46,0.41,0.45,0.38,0.4,0.37,0.33,0.4,0.35,0.4,0.37,0.55,0.36,0.33,0.31,0.45,0.33
jahshakafx.csv,0.34,0.4,0.4,0.4,0.44,0.56,0.5,0.38,0.42,0.36,0.53,0.38,0.47,0.52,0.5,0.39,0.38,0.42,0.41,0.62
kolmafia.csv,0.39,0.41,0.4,0.52,0.37,0.41,0.31,0.37,0.37,0.37,0.4,0.35,0.34,0.36,0.4,0.33,0.32,0.36,0.39,0.37
mecat.csv,0.5,0.56,0.98,0.67,0.75,0.91,0.75,0.67,0.62,0.62,0.97,0.67,0.0,0.67,0.93,0.8,0.9,0.67,0.88,0.5
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.47,0.5,0.52,0.86,0.95,0.56,0.72,0.8,0.45,0.77,0.45,0.93,0.6,0.97,0.64,0.44,0.57,0.71,0.91
mptvseries.csv,0.48,0.51,0.74,0.75,0.5,0.95,0.75,0.8,0.42,0.59,0.68,0.63,0.59,0.75,0.45,0.88,0.56,0.5,0.91,0.9
novembre.csv,0.54,0.47,0.99,0.78,0.78,0.55,0.48,0.89,0.0,0.59,0.53,0.46,0.93,0.62,0.94,0.55,0.41,0.39,0.62,0.65
ns-3.csv,0.43,0.41,0.7,0.61,0.46,0.43,0.34,0.47,0.58,0.45,0.42,0.37,0.36,0.41,0.49,0.53,0.37,0.33,0.46,0.57
nullc.csv,0.51,0.49,0.4,0.52,0.52,0.59,0.48,0.47,0.42,0.51,0.67,0.44,0.58,0.75,0.56,0.42,0.55,0.43,0.59,0.6
pixel-commandos.csv,0.83,0.64,0.99,0.74,0.83,0.97,0.88,0.9,0.8,0.61,0.99,0.94,0.88,0.0,0.89,0.91,0.78,0.0,0.9,0.8
plee-the-bear.csv,0.35,0.6,0.51,0.88,0.47,0.45,0.38,0.34,0.46,0.41,0.47,0.38,0.35,0.58,0.29,0.35,0.4,0.44,0.36,0.4
quantlib.csv,0.48,0.48,0.4,0.0,0.0,0.46,0.0,0.0,0.34,0.39,0.41,0.62,0.0,0.89,0.59,0.0,0.0,0.35,0.0,0.6
reaper-ecad.csv,0.57,1.0,0.98,0.56,0.5,0.83,0.0,0.69,0.67,0.93,0.98,0.0,0.75,0.0,0.0,0.67,0.0,0.91,0.0,0.0
sbml.csv,0.42,0.41,0.42,0.49,0.48,0.4,0.33,0.41,0.59,0.34,0.41,0.38,0.42,0.4,0.36,0.4,0.33,0.44,0.4,0.55
smartgwt.csv,0.37,0.47,0.46,0.86,0.54,0.42,0.39,0.51,0.45,0.4,0.62,0.66,0.62,0.8,0.4,0.36,0.79,0.51,0.41,0.5
unladen-swallow.csv,0.97,0.57,0.67,0.9,0.7,0.53,0.37,0.56,0.6,0.94,0.69,0.44,0.53,0.4,0.95,0.5,0.62,0.5,0.48,0.74
vienna-add-in.csv,0.54,0.58,0.62,0.76,0.61,0.92,0.89,0.58,0.74,0.51,0.85,0.38,0.45,0.8,0.59,0.55,0.39,0.51,0.71,0.57
wow-qrsk.csv,0.97,0.69,0.51,0.48,0.88,0.96,0.0,0.39,0.48,0.91,0.61,0.41,0.65,0.56,0.96,0.86,0.48,0.37,0.88,0.0
