,jahshakafx.csv,unladen-swallow.csv,plee-the-bear.csv,reaper-ecad.csv,nullc.csv,ns-3.csv,novembre.csv,vienna-add-in.csv,mptvseries.csv,sbml.csv,wow-qrsk.csv,mp-rechnungs-und-kundenverwaltung.csv,galaxium.csv,itext.csv,smartgwt.csv,fityk.csv,mecat.csv,kolmafia.csv,pixel-commandos.csv,quantlib.csv
fityk.csv,0.41,0.61,0.74,0.86,0.49,0.66,0.63,0.88,0.63,0.44,0.57,0.76,0.73,0.59,0.97,0.44,0.6,0.68,0.39,0.78
galaxium.csv,0.34,0.44,0.5,0.43,0.65,0.64,0.61,0.58,0.92,0.4,0.41,0.55,0.29,0.47,0.37,0.57,0.93,0.5,0.36,0.67
itext.csv,0.55,0.5,0.7,0.55,0.63,0.61,0.59,0.69,0.55,0.7,0.66,0.94,0.81,0.36,1.0,0.51,0.97,0.67,0.32,0.83
jahshakafx.csv,0.3,0.44,0.6,0.49,0.74,0.7,0.6,0.83,0.46,0.44,0.34,0.66,0.46,0.61,0.58,0.65,0.56,0.44,0.31,0.92
kolmafia.csv,0.63,0.69,0.98,0.92,0.62,0.85,0.9,0.84,0.63,0.94,0.82,0.87,0.71,0.52,0.58,0.83,0.95,0.38,0.69,0.85
mecat.csv,0.99,0.55,0.55,0.6,0.92,0.95,0.8,0.98,0.74,0.69,0.83,0.96,1.0,0.91,0.58,0.89,0.12,0.94,0.5,1.0
mp-rechnungs-und-kundenverwaltung.csv,0.33,0.47,0.44,0.46,0.88,0.9,0.58,0.71,0.9,0.5,0.57,0.54,0.72,0.62,0.79,0.73,0.48,0.63,0.53,0.88
mptvseries.csv,0.52,0.53,0.55,0.71,0.71,0.91,0.62,0.94,0.47,0.62,0.51,0.66,0.48,0.91,0.45,0.87,0.43,0.96,0.27,0.85
novembre.csv,0.45,0.45,0.72,0.73,0.82,0.65,0.4,0.9,0.95,0.75,0.6,0.6,0.89,0.64,0.97,0.66,0.7,0.66,0.34,0.82
ns-3.csv,0.57,0.46,0.66,0.51,0.59,0.53,0.88,0.83,0.9,0.75,0.75,0.61,0.53,0.64,0.36,0.77,0.63,0.55,0.9,0.78
nullc.csv,0.71,0.98,0.99,0.86,0.34,0.67,0.52,0.76,0.41,0.45,0.38,0.93,0.63,0.94,1.0,0.61,0.56,0.66,0.36,0.68
pixel-commandos.csv,0.97,0.61,0.8,0.76,0.88,0.86,0.6,0.96,0.53,0.57,0.75,0.84,0.97,1.0,0.96,0.83,0.72,1.0,0.07,1.0
plee-the-bear.csv,0.35,0.61,0.32,0.96,0.75,0.65,0.65,0.73,0.52,0.76,0.69,0.6,0.67,0.75,0.45,0.66,0.87,0.65,0.56,0.72
quantlib.csv,1.0,1.0,1.0,1.0,1.0,0.89,1.0,1.0,1.0,0.97,1.0,0.75,1.0,0.86,1.01,1.0,1.0,1.0,1.0,0.41
reaper-ecad.csv,0.52,0.82,0.64,0.34,0.76,0.97,1.0,0.79,0.84,0.82,0.73,1.0,0.91,1.0,1.0,0.93,0.67,0.83,0.75,1.0
sbml.csv,0.53,0.47,0.68,0.67,0.61,0.76,0.88,0.68,0.71,0.38,0.87,0.69,0.61,0.74,0.38,0.55,0.81,0.49,0.7,0.59
smartgwt.csv,0.35,0.49,0.47,0.92,0.8,0.58,0.5,0.72,0.67,0.4,0.49,0.74,0.74,0.88,0.32,0.61,1.03,0.74,0.41,0.78
unladen-swallow.csv,0.84,0.59,0.57,0.92,0.83,0.69,0.67,0.81,0.76,0.85,0.78,0.58,0.59,0.53,0.89,0.73,0.71,0.56,0.59,0.77
vienna-add-in.csv,0.81,0.89,0.85,0.76,0.8,0.82,0.95,0.51,0.86,0.85,0.73,0.92,0.63,0.74,0.95,0.78,1.04,0.85,0.89,0.6
wow-qrsk.csv,0.88,0.62,0.53,0.53,0.84,0.86,1.0,0.81,0.39,0.88,0.3,0.58,0.57,0.71,0.79,0.89,0.48,0.6,1.0,1.0
