,f1,g,recall,precision,pf,wins
fityk.csv,0.45999999999999996,0.615,0.69,0.325,0.55,12
galaxium.csv,0.535,0.7,0.735,0.44499999999999995,0.295,19
itext.csv,0.48,0.64,0.825,0.33,0.5800000000000001,17
jahshakafx.csv,0.475,0.665,0.6799999999999999,0.445,0.32,18
kolmafia.csv,0.5,0.5,0.9,0.34,0.785,8
mecat.csv,0.24000000000000002,0.165,0.14,0.67,0.02,3
mp-rechnungs-und-kundenverwaltung.csv,0.385,0.45999999999999996,0.41000000000000003,0.53,0.115,15
mptvseries.csv,0.345,0.44,0.39,0.505,0.15,11
novembre.csv,0.32,0.425,0.385,0.43,0.24,5
ns-3.csv,0.475,0.5700000000000001,0.7,0.39,0.52,14
nullc.csv,0.43,0.5700000000000001,0.665,0.365,0.43,13
pixel-commandos.csv,0.19,0.215,0.185,0.37,0.08499999999999999,1
plee-the-bear.csv,0.48,0.55,0.58,0.38,0.495,10
quantlib.csv,0.22,0.0,0.59,0.155,0.41000000000000003,0
reaper-ecad.csv,0.27,0.20500000000000002,0.175,0.71,0.0,6
sbml.csv,0.47,0.62,0.745,0.38,0.525,16
smartgwt.csv,0.395,0.515,0.515,0.405,0.365,9
unladen-swallow.csv,0.3,0.37,0.325,0.44,0.21000000000000002,4
vienna-add-in.csv,0.39,0.43,0.565,0.275,0.63,2
wow-qrsk.csv,0.275,0.44499999999999995,0.42,0.48,0.195,7
