,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,customsagetv.csv,xfce.csv,carabiner.csv,mesa3d.csv,trinitycore.csv,tencompetence.csv,oorexx.csv,elvishrayrenderer.csv
carabiner.csv,0.28,0.41,0.49,0.4,0.41,0.37,0.42,0.59,0.44,0.48,0.42,0.36,0.31,0.47,0.52,0.46,0.44,0.45,0.42,0.38
checker-framework.csv,0.34,0.43,0.89,0.4,0.95,0.37,0.41,0.5,0.61,0.6,0.57,0.37,0.33,0.4,0.4,0.49,0.6,0.51,0.56,0.44
customsagetv.csv,0.92,0.96,0.0,0.75,0.45,0.46,0.5,0.58,0.62,0.55,0.83,0.61,0.47,0.67,0.0,0.63,0.62,0.88,0.39,0.42
elvishrayrenderer.csv,0.3,0.85,0.49,0.4,0.57,0.92,0.5,0.46,0.61,0.74,0.73,0.33,0.44,0.5,0.6,0.64,0.61,0.49,0.72,0.44
guineu.csv,0.49,0.49,0.0,0.83,0.63,0.7,0.54,0.94,0.69,0.54,0.5,0.45,0.45,0.0,0.67,0.0,0.76,0.52,0.47,0.47
inkscape.csv,0.48,0.42,0.49,0.4,0.91,0.43,0.57,0.6,0.51,0.89,0.42,0.42,0.33,0.47,0.4,0.64,0.5,0.48,0.39,0.44
mesa3d.csv,0.45,0.72,0.39,0.8,0.56,0.4,0.38,0.71,0.47,0.57,0.47,0.51,0.66,0.38,0.8,0.51,0.47,0.56,0.87,0.36
nsis.csv,0.39,0.49,0.51,0.87,0.42,0.41,0.7,0.62,0.57,0.58,0.39,0.43,0.45,0.99,0.57,0.8,0.56,0.55,0.46,0.49
octave.csv,0.4,0.61,0.69,0.8,0.59,0.93,0.39,0.76,0.54,0.59,0.56,0.54,0.94,0.61,0.57,0.97,0.53,0.97,0.92,0.61
oorexx.csv,0.51,0.8,0.0,0.0,0.45,0.6,0.67,0.67,0.62,0.49,0.0,0.94,0.42,0.5,0.0,0.0,0.6,0.89,0.44,0.47
owfs.csv,0.33,0.41,0.43,0.41,0.41,0.37,0.43,0.47,0.43,0.52,0.39,0.38,0.4,0.44,0.43,0.45,0.43,0.48,0.37,0.37
owlib.csv,0.35,0.38,0.41,0.34,0.43,0.35,0.3,0.36,0.37,0.37,0.69,0.33,0.32,0.34,0.8,0.36,0.38,0.42,0.35,0.29
prelude.csv,0.31,0.4,0.45,0.39,0.38,0.35,0.41,0.51,0.43,0.42,0.39,0.37,0.34,0.43,0.4,0.42,0.43,0.47,0.37,0.33
robocode.csv,0.4,0.48,0.0,0.5,0.47,0.33,0.46,0.59,0.48,0.39,0.41,0.41,0.46,0.36,0.59,0.4,0.48,0.67,0.38,0.33
tencompetence.csv,0.9,0.58,0.64,0.82,0.96,0.94,0.75,0.71,0.94,0.91,0.8,0.92,0.85,0.99,0.88,0.67,0.97,0.66,0.53,0.53
trinitycore.csv,0.78,0.74,0.6,0.44,0.52,0.65,0.62,0.49,0.53,0.47,0.33,0.63,0.45,0.41,0.84,0.42,0.53,0.79,0.72,0.45
uwom-server.csv,0.86,0.73,0.5,0.83,0.57,0.37,0.63,0.56,0.5,0.54,0.43,0.94,0.64,0.46,0.8,0.58,0.49,0.83,0.47,0.43
xfce.csv,0.33,0.44,0.83,0.39,0.47,0.36,0.38,0.54,0.47,0.45,0.48,0.38,0.73,0.4,0.48,0.41,0.47,0.45,0.6,0.41
zengine.csv,0.31,0.4,0.44,0.36,0.39,0.36,0.43,0.54,0.42,0.48,0.39,0.37,0.32,0.42,0.4,0.38,0.43,0.46,0.38,0.37
zildo.csv,0.45,0.37,0.5,0.39,0.65,0.47,0.73,0.42,0.49,0.5,0.65,0.42,0.43,0.4,0.53,0.41,0.49,0.58,0.44,0.33
