,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,extprosys.csv,capcode.csv,aufs.csv,stuproa-cims.csv,vrjuggler.csv,snakeyaml.csv,emite.csv,ta3d.csv
aufs.csv,0.94,0.75,0.88,0.57,0.5,0.54,0.45,0.53,0.69,0.85,0.73,0.47,0.83
bscwweasel.csv,0.67,0.75,0.49,0.68,0.41,0.93,0.63,0.0,0.48,0.95,0.92,0.82,0.83
capcode.csv,0.75,0.46,0.5,0.5,0.52,0.93,0.55,0.9,0.97,0.89,0.41,0.64,0.69
emite.csv,0.3,0.44,0.51,0.85,0.48,0.76,0.62,0.88,0.82,0.8,0.85,0.47,0.56
extprosys.csv,0.27,0.38,0.5,0.75,0.38,0.58,0.44,0.5,0.43,0.36,0.56,0.49,0.54
lamp.csv,0.37,0.57,0.79,0.42,0.34,0.5,0.37,0.5,0.58,0.35,0.63,0.67,0.41
retromenu.csv,0.51,0.47,0.5,0.67,0.38,0.63,0.42,0.36,0.82,0.4,0.38,0.89,0.5
smbopensoft.csv,0.41,0.39,0.5,0.67,0.47,0.67,0.78,0.75,0.68,0.93,0.42,0.42,0.47
snakeyaml.csv,0.41,0.49,0.55,0.72,0.43,0.61,0.44,0.42,0.43,0.52,0.59,0.5,0.4
stuproa-cims.csv,0.0,0.8,0.6,0.66,0.38,0.75,0.85,0.5,0.69,0.0,0.96,0.57,0.0
ta3d.csv,0.0,0.0,0.73,0.79,0.38,0.88,0.71,0.0,0.96,0.4,0.5,0.59,0.54
thout.csv,0.53,0.4,0.55,0.64,0.42,0.48,0.37,0.5,0.35,0.36,0.4,0.38,0.51
vrjuggler.csv,0.57,0.93,0.96,0.63,0.9,0.5,0.96,0.0,0.96,0.58,0.97,0.88,0.67
