,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,0.42,0.16,0.45,0.81,0.22,0.4,0.99,0.55,0.58,0.24,0.53,0.13,0.81,0.27,0.44,0.21,0.43,0.24
doomlegacy.csv,0.5,0.09,0.46,0.78,0.33,0.34,0.61,0.57,0.59,0.31,0.5,0.15,1.0,0.23,0.39,0.27,0.39,0.23
elmo.csv,0.4,1.0,0.0,0.83,0.09,0.0,0.71,0.33,0.41,0.5,0.67,0.06,1.0,0.0,0.0,0.16,0.44,0.3
geochat.csv,0.54,0.15,0.41,0.67,0.31,0.41,0.78,0.56,0.49,0.27,0.67,0.13,0.83,0.22,0.21,0.28,0.4,1.0
gpac.csv,0.46,0.05,0.52,0.66,0.27,0.43,0.53,1.0,0.6,0.21,0.48,0.14,0.72,0.17,0.83,0.21,0.25,0.28
illumination.csv,0.69,0.0,0.37,0.52,0.61,0.33,0.76,0.64,0.51,0.29,0.45,0.08,0.79,0.94,0.55,0.21,0.44,0.3
ktc.csv,1.0,0.14,0.61,1.0,0.71,0.59,0.71,0.57,0.69,0.4,0.59,0.22,0.84,0.28,0.86,0.34,0.45,0.35
neoengine.csv,0.44,0.06,0.99,0.58,0.4,0.32,0.63,0.58,0.48,0.26,0.45,0.12,0.79,0.22,0.38,0.23,0.42,0.22
nicepress.csv,0.68,0.0,0.65,0.86,0.44,1.0,0.71,0.6,0.57,0.2,0.63,0.24,0.81,0.27,0.46,0.29,0.51,0.32
omseek.csv,0.35,0.0,0.64,0.6,0.31,0.39,0.54,0.5,0.48,0.2,0.58,1.0,1.0,0.27,0.67,0.47,0.38,0.25
open-ms.csv,0.61,0.08,0.4,0.46,0.46,0.43,0.5,0.53,0.41,0.28,0.44,0.1,0.77,0.16,0.2,0.99,0.38,0.22
pi-qmc.csv,0.56,0.07,0.48,0.82,0.57,0.5,0.67,0.61,0.62,0.26,0.56,0.15,0.76,0.22,1.0,0.35,0.36,0.33
rosegarden.csv,0.74,0.08,0.41,0.57,0.97,0.5,0.66,0.58,0.61,0.33,0.6,0.12,0.83,0.18,0.47,0.29,0.47,0.17
smarttag.csv,0.61,0.13,0.62,0.72,0.49,0.56,0.64,0.54,0.64,1.0,0.55,0.15,0.89,0.2,0.71,0.19,0.32,0.33
sylpheed-claws.csv,0.63,0.12,0.52,0.65,0.42,0.45,0.61,0.62,0.99,0.47,0.64,0.17,0.78,0.2,0.77,0.23,0.4,0.25
tango-cs.csv,0.49,0.0,0.35,0.71,0.27,0.33,0.62,0.21,0.55,0.22,0.55,0.17,0.76,0.29,0.32,0.19,0.98,0.23
xemeiah.csv,0.76,0.07,0.5,0.79,0.53,0.54,0.69,0.54,0.62,0.1,1.0,0.21,0.81,0.38,0.62,0.25,0.45,0.27
zscreen.csv,0.46,0.08,0.48,1.0,0.32,0.48,0.57,0.6,0.56,0.26,0.43,0.13,0.84,0.15,0.21,0.24,0.36,0.25
