,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,open-ms.csv,tango-cs.csv,geochat.csv
decidr.csv,5.0,1.0,3.0,1.0,7.0,5.0,0.0,0.0,5.0,2.0,2.0,35.0,0.0,4.0,6.0,8.0,0.0,2.0
doomlegacy.csv,14.0,5.0,2.0,0.0,10.0,22.0,15.0,0.0,1.0,1.0,2.0,44.0,0.0,7.0,4.0,14.0,0.0,8.0
elmo.csv,3.0,0.0,297.0,0.0,6.0,104.0,0.0,2.0,4.0,0.0,1.0,10.0,0.0,81.0,77.0,9.0,0.0,4.0
geochat.csv,7.0,3.0,3.0,3.0,8.0,8.0,2.0,0.0,3.0,2.0,1.0,36.0,1.0,5.0,21.0,4.0,0.0,0.0
gpac.csv,13.0,18.0,0.0,0.0,2.0,2.0,12.0,0.0,1.0,3.0,1.0,9.0,0.0,7.0,1.0,26.0,5.0,5.0
illumination.csv,6.0,71.0,2.0,0.0,1.0,6.0,1.0,0.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,12.0,0.0,2.0
ktc.csv,0.0,5.0,7.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,8.0,0.0,7.0,0.0,2.0,4.0,2.0
neoengine.csv,5.0,8.0,0.0,0.0,4.0,13.0,0.0,1.0,3.0,7.0,1.0,75.0,1.0,8.0,5.0,12.0,0.0,12.0
nicepress.csv,2.0,71.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,3.0,17.0,0.0,8.0
omseek.csv,14.0,71.0,1.0,0.0,2.0,8.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0
open-ms.csv,15.0,7.0,3.0,0.0,2.0,3.0,0.0,0.0,1.0,9.0,1.0,56.0,0.0,8.0,3.0,0.0,0.0,14.0
pi-qmc.csv,1.0,7.0,3.0,0.0,0.0,2.0,8.0,0.0,1.0,6.0,1.0,40.0,0.0,12.0,0.0,7.0,0.0,8.0
rosegarden.csv,1.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,65.0,1.0,4.0,1.0,4.0,0.0,12.0
smarttag.csv,2.0,8.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,17.0,0.0,11.0,1.0,13.0,0.0,3.0
sylpheed-claws.csv,2.0,1.0,3.0,1.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,4.0,2.0,5.0,0.0,6.0,0.0,3.0
tango-cs.csv,7.0,71.0,1.0,0.0,16.0,7.0,1.0,8.0,3.0,0.0,6.0,17.0,0.0,2.0,1.0,12.0,0.0,6.0
xemeiah.csv,1.0,5.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,13.0,0.0,4.0,0.0,0.0,1.0,9.0,0.0,1.0
zscreen.csv,11.0,11.0,5.0,0.0,3.0,3.0,14.0,0.0,2.0,4.0,3.0,29.0,0.0,3.0,6.0,29.0,8.0,6.0
