,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,2.0,7.0,1.0,53.0,6.0,1.0,5.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,0.0
botsnscouts.csv,142.0,762.0,62.0,1.0,49.0,0.0,0.0,85.0,226.0,16.0,2.0,1.0,2.0,58.0,72.0,257.0,0.0
cities3d.csv,142.0,762.0,62.0,0.0,49.0,61.0,0.0,85.0,226.0,1.0,0.0,1.0,50.0,58.0,72.0,257.0,1.0
dynalloy.csv,0.0,762.0,62.0,42.0,49.0,1.0,3.0,85.0,226.0,6.0,3.0,3.0,0.0,58.0,0.0,257.0,0.0
electric-core.csv,142.0,762.0,62.0,432.0,49.0,61.0,53.0,85.0,226.0,83.0,118.0,113.0,50.0,58.0,72.0,257.0,72.0
findbugs.csv,2.0,7.0,13.0,10.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0
img-browse-sort.csv,1.0,762.0,62.0,37.0,49.0,0.0,0.0,85.0,226.0,4.0,0.0,3.0,0.0,58.0,72.0,257.0,0.0
jparsec.csv,1.0,762.0,5.0,30.0,2.0,0.0,2.0,0.0,226.0,5.0,0.0,0.0,1.0,0.0,0.0,257.0,0.0
moast.csv,1.0,762.0,1.0,53.0,7.0,1.0,6.0,0.0,226.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
mptvseries.csv,1.0,762.0,0.0,70.0,0.0,5.0,4.0,0.0,226.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
mvnforum.csv,1.0,762.0,1.0,51.0,49.0,1.0,6.0,85.0,226.0,6.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0
nosleepsoftware.csv,0.0,7.0,0.0,432.0,6.0,61.0,53.0,0.0,0.0,83.0,118.0,113.0,50.0,0.0,2.0,8.0,72.0
ogre.csv,2.0,7.0,1.0,53.0,6.0,1.0,6.0,0.0,0.0,6.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0
openfrag.csv,2.0,4.0,18.0,36.0,1.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
qdvdauthor.csv,2.0,762.0,1.0,28.0,5.0,1.0,6.0,1.0,226.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0
sumatrapdf.csv,1.0,762.0,1.0,53.0,2.0,4.0,6.0,0.0,226.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
zxing.csv,2.0,762.0,15.0,12.0,0.0,2.0,3.0,85.0,226.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
