,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,0.53,0.35,0.41,0.16,0.55,0.45,0.68,0.53,0.99,0.74,0.71,0.27,0.41,0.81,0.55,0.94,0.63
botsnscouts.csv,0.0,0.0,0.0,0.18,0.0,0.19,0.83,0.0,0.0,0.31,0.46,0.6,0.49,0.0,0.0,0.0,0.49
cities3d.csv,0.0,0.0,0.0,0.26,0.0,0.0,0.07,0.0,0.0,0.35,0.03,0.58,0.0,0.0,0.0,0.0,0.16
dynalloy.csv,0.78,0.0,0.0,0.15,0.0,0.5,0.31,0.0,0.0,0.3,0.71,0.57,0.44,0.0,0.24,0.0,0.6
electric-core.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
findbugs.csv,0.28,0.35,0.37,0.31,0.62,0.22,0.13,0.71,0.99,0.38,0.14,0.19,0.27,0.69,0.67,0.63,0.27
img-browse-sort.csv,0.23,0.0,0.0,0.1,0.0,0.1,0.25,0.0,0.0,0.36,0.53,0.56,0.6,0.0,0.0,0.0,0.03
jparsec.csv,0.22,0.0,0.17,0.14,0.36,0.24,0.55,0.27,0.0,0.32,0.55,0.8,0.47,0.41,0.56,0.0,0.45
moast.csv,0.54,0.0,0.41,0.16,0.36,0.45,0.67,0.54,0.0,0.32,0.71,0.57,0.41,0.8,0.55,0.99,0.87
mptvseries.csv,0.55,0.0,0.15,0.16,0.78,0.44,0.62,0.36,0.0,0.32,0.77,0.58,0.46,0.71,0.51,0.97,0.71
mvnforum.csv,0.52,0.0,0.18,0.12,0.0,0.67,0.68,0.0,0.0,0.32,0.71,0.57,0.41,0.27,0.11,0.16,0.67
nosleepsoftware.csv,0.04,0.35,0.71,0.0,0.36,0.0,0.0,0.52,0.99,0.0,0.0,0.0,0.0,0.54,0.11,0.05,0.0
ogre.csv,0.53,0.35,0.41,0.16,0.55,0.45,0.67,0.53,0.99,0.32,0.71,0.57,0.41,0.81,0.55,0.94,0.87
openfrag.csv,0.51,0.47,0.31,0.21,0.71,0.43,0.58,0.62,0.13,0.4,0.8,0.51,0.63,0.7,0.56,0.95,0.83
qdvdauthor.csv,0.57,0.0,0.39,0.16,0.62,0.44,0.68,0.57,0.0,0.31,0.72,0.57,0.43,0.81,0.49,0.89,0.86
sumatrapdf.csv,0.54,0.0,0.41,0.16,0.57,0.44,0.68,0.77,0.0,0.32,0.71,0.57,0.42,0.81,0.56,0.96,0.85
zxing.csv,0.34,0.0,0.06,0.25,0.19,0.24,0.65,0.0,0.0,0.33,0.59,0.55,0.33,0.26,0.31,0.09,0.91
