,dynalloy.csv,electric-core.csv,nosleepsoftware.csv,cities3d.csv,mptvseries.csv,mvnforum.csv,botsnscouts.csv,sumatrapdf.csv,ogre.csv,autat.csv,openfrag.csv,jparsec.csv,img-browse-sort.csv,qdvdauthor.csv,findbugs.csv,moast.csv,zxing.csv
autat.csv,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,0.01,1.0,0.26,0.97,1.0,1.0,1.0,0.41
botsnscouts.csv,0.01,0.0,0.0,0.22,0.0,0.02,0.15,0.0,0.0,0.88,0.19,0.8,0.47,0.0,0.0,0.0,0.18
cities3d.csv,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.94,0.0,0.0,0.0,0.0,0.06
dynalloy.csv,0.09,0.0,0.11,0.51,0.0,0.48,0.22,0.0,0.0,0.87,0.64,0.97,0.32,0.0,0.02,0.0,0.59
electric-core.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
findbugs.csv,0.23,1.0,0.4,0.12,0.45,0.34,0.07,0.13,1.0,0.01,0.02,0.17,0.0,0.47,0.13,0.93,0.06
img-browse-sort.csv,0.01,0.0,0.0,0.11,0.0,0.02,0.04,0.0,0.0,0.85,0.11,0.88,0.03,0.0,0.0,0.0,0.06
jparsec.csv,0.23,0.0,0.11,0.72,0.13,0.25,0.26,0.02,0.0,0.46,0.25,0.06,0.34,0.32,0.29,0.03,0.18
moast.csv,0.97,0.0,1.0,1.0,0.58,1.0,1.0,0.95,0.0,1.0,1.0,1.0,1.0,0.95,1.0,0.1,1.0
mptvseries.csv,0.92,0.0,0.74,0.9,0.1,0.8,0.63,0.02,0.0,0.94,0.7,0.91,0.18,0.47,0.76,0.17,0.53
mvnforum.csv,0.75,0.0,0.3,0.85,0.0,0.14,0.96,0.0,0.0,1.0,1.0,1.0,1.0,0.26,0.13,0.0,0.88
nosleepsoftware.csv,0.0,1.0,0.04,0.0,0.84,0.0,0.0,0.98,1.0,0.0,0.0,0.0,0.0,0.58,0.13,0.69,0.06
ogre.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openfrag.csv,0.75,0.17,0.7,0.66,0.32,0.82,0.44,0.16,1.0,0.47,0.25,0.94,0.29,0.42,0.58,0.9,0.29
qdvdauthor.csv,0.69,0.0,0.72,0.91,0.55,0.98,0.81,0.44,0.0,0.87,0.98,1.0,0.92,0.58,0.67,0.72,1.0
sumatrapdf.csv,0.99,0.0,1.0,1.0,0.77,0.95,0.96,0.07,0.0,1.0,1.0,1.0,0.95,1.0,0.98,0.34,1.0
zxing.csv,0.44,0.0,0.32,0.36,0.0,0.27,0.3,0.0,0.0,0.81,0.19,0.97,0.58,0.05,0.22,0.38,0.29
