,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,2,2,1,mclient-mume.csv
53,3,1,2,6,6,jam-daq.csv
51,4,3,6,13,17,apertium.csv
58,5,3,2,3,5,springside.csv
25,6,1,11,19,18,dsworkbench.csv
20,7,4,2,4,8,jmoney.csv
31,8,1,6,13,12,freedom-erp.csv
28,10,1,0,1,0,atunes.csv
19,11,2,1,2,3,fluent-nhibernate.csv
57,13,1,2,2,2,amanda.csv
59,14,5,7,14,18,bibedt.csv
52,15,3,5,11,13,openmeetings.csv
22,16,1,5,7,8,cortex-vfx.csv
27,17,9,5,11,19,ng4j.csv
17,18,1,0,1,2,yale.csv
29,19,3,5,7,9,superwaba.csv
16,20,3,2,3,4,voms.csv
32,21,4,2,5,8,gdis.csv
30,26,2,0,4,6,jaql.csv
18,27,1,5,10,10,retromenu.csv
26,28,2,5,11,13,jmri.csv
21,29,1,13,18,16,fbmanager.csv
37,31,1,5,11,10,lportal.csv
6,32,1,3,10,9,m-a-d-n-e-s-s.csv
15,33,4,10,15,19,img-browse-sort.csv
14,34,4,6,14,16,acdk.csv
7,35,5,10,14,17,emeraldemu.csv
36,36,3,4,4,6,xstore.csv
42,37,6,6,8,15,zildo.csv
35,38,1,2,8,6,rtb-team.csv
43,39,7,4,8,11,applet2app.csv
54,40,2,2,6,5,adaptagrams.csv
49,41,2,11,14,16,gzigzag.csv
23,42,2,4,6,7,etics.csv
34,43,2,0,3,4,jparsec.csv
33,44,1,3,5,4,tolven.csv
24,45,2,4,4,6,modellus.csv
48,46,5,5,6,11,riff-evolve.csv
55,47,1,9,14,14,biodwh.csv
50,48,1,4,4,6,ftm.csv
3,50,1,5,11,9,mvdsv.csv
10,51,5,3,10,14,mia.csv
44,52,1,1,2,2,graphmak.csv
41,53,0,2,11,10,jvcl.csv
40,54,2,2,4,7,sabbu.csv
45,55,4,7,12,17,opengs.csv
9,56,1,5,9,13,opennms.csv
5,57,1,1,2,1,papertoolkit.csv
11,58,1,0,4,3,nassp.csv
1,59,2,4,7,11,nuttx.csv
13,60,4,1,2,5,chaosrts.csv
0,61,1,7,9,9,alembik.csv
39,62,2,1,1,1,silvertree.csv
46,63,1,0,1,0,jrdf.csv
47,64,3,7,7,11,rodin-b-sharp.csv
38,65,1,6,9,16,skia.csv
2,66,2,1,5,9,opensim4opencog.csv
12,67,5,9,10,15,elvishrayrenderer.csv
4,68,4,3,8,10,pfaedit.csv
8,69,1,4,6,8,stemkit.csv
