,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.0,0.64,0.34,0.52,0.54,0.0,0.05
ivatamasks.csv,0.0,0.54,0.5,0.74,0.47,0.67,0.0
ivataopenportal.csv,0.0,0.54,0.55,0.65,0.73,0.41,0.0
kolmafia.csv,0.0,0.63,0.59,0.33,0.27,0.7,0.41
mb-unit.csv,0.18,0.42,0.67,0.24,0.6,0.21,0.58
nova.csv,0.9,0.61,0.42,0.44,0.49,0.44,0.61
olex2.csv,0.43,0.54,0.55,0.33,0.39,0.56,0.71
