,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,1824.0,304.0,99.0,98.5,99.0,98.5,98.5
ivatamasks.csv,1824.0,98.5,99.0,98.5,99.0,98.5,98.5
ivataopenportal.csv,1824.0,98.5,99.0,98.5,99.0,98.5,98.5
kolmafia.csv,1824.0,98.5,99.0,98.5,99.0,98.5,98.5
mb-unit.csv,190.0,654.0,297.0,98.5,99.0,98.5,98.5
nova.csv,65.5,729.0,99.0,98.5,99.0,92.5,98.5
olex2.csv,144.0,812.5,198.0,98.5,99.0,95.5,98.5
