,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,findbugs.csv,tweetsharp.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.25,0.42,0.26,0.35,0.1,0.43,0.17,0.4,0.44,0.25,0.14,0.88,0.42,0.27,0.13,0.39
betoffice.csv,0.42,0.89,0.45,0.89,1.0,0.83,0.96,0.53,0.5,0.88,0.83,0.88,0.89,0.87,0.84,0.67
bnetd.csv,0.92,0.79,0.93,0.28,0.6,0.28,0.61,1.0,0.67,0.25,0.2,0.75,0.76,0.8,0.93,0.78
elvishrayrenderer.csv,0.5,0.37,0.0,0.5,0.3,0.19,0.13,0.07,0.12,0.62,0.03,0.62,0.73,0.6,0.22,0.28
emisview.csv,0.5,0.0,0.23,0.17,0.1,0.3,0.04,0.22,0.3,0.0,0.43,0.62,0.24,0.2,0.29,0.0
findbugs.csv,1.0,0.42,0.96,0.26,0.9,0.62,0.65,0.8,0.66,0.0,0.89,0.25,0.33,0.47,0.88,0.5
hazelcast.csv,0.83,0.42,0.26,0.63,0.0,0.87,0.7,0.67,0.85,0.38,0.34,0.62,0.78,0.73,0.58,0.44
jitterbit.csv,1.0,0.74,0.19,0.52,0.7,0.62,0.26,0.27,0.23,0.25,0.91,0.25,0.58,0.47,0.61,0.44
jppf-project.csv,0.83,0.74,0.89,0.43,0.8,0.75,0.78,0.84,0.8,0.75,0.83,0.12,0.69,0.6,0.55,0.78
megasquirtavr.csv,1.0,1.0,0.12,0.98,1.0,1.0,0.96,0.89,0.69,0.88,1.0,0.88,0.93,0.93,0.9,0.89
stajistics.csv,0.67,1.0,0.01,0.98,0.2,0.98,0.26,0.38,0.53,1.0,0.83,1.0,0.91,0.87,0.3,0.78
trackit.csv,0.33,0.21,0.44,0.57,0.5,0.11,0.57,0.04,0.25,0.38,0.57,0.0,0.11,0.13,0.35,0.56
tweetsharp.csv,0.67,0.0,0.93,0.57,1.0,0.68,0.7,0.31,0.58,0.25,0.91,0.5,0.56,0.27,0.74,0.17
wxlua.csv,0.25,0.89,0.81,0.91,0.7,0.32,0.57,0.09,0.44,0.5,0.97,0.75,0.22,0.73,0.3,0.72
x4x.csv,0.33,1.0,0.53,0.65,0.8,0.83,0.74,0.69,0.71,0.38,0.51,0.88,0.64,0.4,0.57,0.61
xharbour.csv,1.0,0.05,0.79,0.57,0.4,0.7,0.7,0.64,0.65,0.62,0.89,0.62,0.73,0.73,0.75,0.67
