,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.28,0.34,0.51,0.09,0.21,0.94,0.84,0.52,0.31,0.54,0.69,0.32,0.37,0.15,0.51,0.27,0.45,0.2
bigdata.csv,0.39,0.39,0.35,0.08,0.15,0.38,0.95,0.53,0.64,0.53,0.73,0.18,0.43,0.12,1.0,0.58,0.39,0.29
chaperon.csv,0.38,0.31,0.06,0.0,1.0,0.09,0.23,0.14,0.0,0.09,0.0,0.15,0.06,0.09,0.21,0.16,0.21,0.06
e-bio-flow.csv,0.28,0.27,0.98,0.15,0.0,0.27,0.32,0.14,0.26,0.3,0.72,0.32,0.34,0.13,0.39,0.28,0.19,0.2
exist.csv,0.21,0.58,0.45,0.06,0.0,0.49,0.4,0.99,0.56,0.57,0.72,0.22,0.41,0.11,0.64,0.51,0.3,0.51
freedom-erp.csv,0.04,0.1,0.32,0.0,0.0,0.13,0.14,0.03,0.03,0.0,0.96,0.0,0.02,0.0,0.11,0.0,0.05,0.0
geotools.csv,0.3,0.41,0.41,0.2,0.0,0.34,0.36,0.55,0.46,0.63,0.54,0.0,0.97,0.12,0.56,0.09,0.27,0.3
jaxlib.csv,0.14,0.29,0.0,1.0,0.0,0.07,0.0,0.05,0.0,0.21,0.06,0.0,0.19,0.0,0.06,0.19,0.09,0.3
jppf-project.csv,0.55,0.72,0.53,0.08,0.14,0.42,1.0,0.66,0.62,0.83,0.69,0.19,0.47,0.14,0.84,0.59,0.32,0.48
matrex.csv,0.19,0.55,0.35,0.11,0.25,0.5,0.33,0.24,0.97,0.46,0.81,0.29,0.24,0.22,0.42,0.3,0.23,0.23
mediate.csv,0.35,0.96,0.48,0.1,0.19,0.46,0.74,0.62,0.68,0.67,0.74,0.29,0.38,0.2,0.78,0.39,0.39,0.47
nunit.csv,0.49,0.65,0.43,0.0,0.14,0.39,0.6,0.71,0.25,0.74,0.25,0.36,0.37,0.17,0.56,0.19,0.92,0.45
octet.csv,0.5,0.58,0.57,0.08,0.17,0.48,0.79,0.76,0.46,0.6,0.63,1.0,0.49,0.19,0.83,0.53,0.43,0.58
pokenetonline.csv,0.27,0.44,0.43,0.08,0.1,0.4,0.78,0.63,0.61,0.98,0.17,0.47,0.48,0.18,0.79,0.53,0.38,0.63
reaper3d.csv,0.09,0.36,0.47,0.1,0.21,0.36,0.37,0.4,0.65,0.03,0.46,0.24,0.19,1.0,0.52,0.06,0.23,0.28
simplewebservices.csv,0.47,0.72,0.43,0.0,0.32,0.4,0.83,0.64,0.7,0.77,0.78,0.36,0.46,0.11,0.81,0.99,0.33,0.48
stajistics.csv,0.41,0.33,0.49,0.13,0.12,0.32,0.61,0.7,0.22,0.7,0.48,0.15,0.35,0.2,0.64,0.36,0.35,0.97
swtfox.csv,0.99,0.35,0.49,0.1,0.19,0.25,0.7,0.53,0.49,0.54,0.27,0.22,0.41,0.11,0.69,0.5,0.32,0.47
