,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.31,0.64,0.48,0.05,0.13,0.98,0.95,0.57,0.78,0.83,0.77,0.22,0.27,0.2,0.89,0.48,0.43,0.19
bigdata.csv,0.3,0.65,0.43,0.04,0.11,0.25,0.92,0.65,0.64,0.77,0.58,0.13,0.37,0.07,1.0,0.41,0.3,0.37
chaperon.csv,0.52,0.45,0.17,0.0,1.0,0.14,0.92,0.43,0.0,0.38,0.0,0.17,0.16,0.07,0.91,0.45,0.25,0.25
e-bio-flow.csv,0.28,0.58,1.0,0.09,0.0,0.36,0.95,0.43,0.37,0.85,0.67,0.25,0.29,0.09,0.88,0.39,0.15,0.4
exist.csv,0.23,0.67,0.38,0.03,0.0,0.49,0.96,0.98,0.61,0.84,0.62,0.18,0.39,0.06,0.9,0.52,0.22,0.56
freedom-erp.csv,0.17,1.0,0.86,0.0,0.0,0.67,1.0,0.67,1.0,0.0,0.98,0.0,0.1,0.0,1.0,0.0,0.25,0.0
geotools.csv,0.38,0.44,0.53,0.12,0.0,0.3,0.88,0.65,0.51,0.76,0.73,0.0,0.99,0.08,0.89,0.22,0.26,0.44
jaxlib.csv,0.75,0.78,0.0,1.0,0.0,0.4,0.0,0.5,0.0,1.0,1.0,0.0,0.35,0.0,0.82,0.46,0.33,0.6
jppf-project.csv,0.38,0.57,0.37,0.04,0.08,0.27,1.0,0.55,0.48,0.71,0.66,0.11,0.31,0.07,0.88,0.41,0.2,0.34
matrex.csv,0.27,0.59,0.37,0.06,0.25,0.39,1.0,0.76,1.0,0.86,0.73,0.29,0.31,0.16,0.88,0.37,0.24,0.36
mediate.csv,0.31,0.95,0.34,0.05,0.12,0.33,0.93,0.7,0.57,0.72,0.66,0.17,0.3,0.12,0.89,0.42,0.28,0.42
nunit.csv,0.45,0.54,0.59,0.0,0.1,0.39,0.95,0.6,0.69,0.7,0.53,0.5,0.25,0.12,0.86,0.46,1.0,0.3
octet.csv,0.44,0.51,0.46,0.04,0.11,0.32,0.91,0.64,0.71,0.82,0.57,1.0,0.39,0.11,0.87,0.4,0.35,0.5
pokenetonline.csv,0.3,0.56,0.36,0.04,0.06,0.27,0.91,0.61,0.62,1.0,0.27,0.4,0.41,0.11,0.88,0.56,0.28,0.61
reaper3d.csv,0.67,0.62,0.57,0.06,0.12,0.25,0.81,0.53,0.57,1.0,0.52,0.17,0.19,1.0,0.83,0.6,0.17,0.23
simplewebservices.csv,0.41,0.62,0.36,0.0,0.19,0.26,0.91,0.61,0.63,0.79,0.66,0.27,0.36,0.06,0.9,0.99,0.24,0.39
stajistics.csv,0.45,0.48,0.52,0.07,0.08,0.26,0.88,0.6,0.44,0.76,0.53,0.17,0.31,0.12,0.89,0.51,0.28,0.97
swtfox.csv,0.98,0.46,0.44,0.05,0.1,0.18,0.91,0.5,0.43,0.68,0.42,0.13,0.3,0.06,0.89,0.44,0.22,0.4
