,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.59,0.86,0.52,0.43,0.8,0.69,0.4,0.57,0.94,0.55,0.41,0.67,0.56,0.8,0.58,0.82,0.66,0.87
bigdata.csv,0.46,0.71,0.57,0.32,0.67,0.42,0.33,0.51,0.41,0.55,0.31,0.6,0.44,0.42,0.43,0.35,0.49,0.74
chaperon.csv,0.96,0.9,0.83,0.5,0.75,0.97,0.92,0.95,0.0,0.88,0.0,0.83,0.95,0.93,0.97,0.95,0.96,0.75
e-bio-flow.csv,0.6,0.92,0.62,0.82,0.71,0.97,0.95,0.95,0.9,0.92,0.39,0.58,0.66,0.83,0.79,0.77,0.71,0.9
exist.csv,0.51,0.43,0.36,0.41,0.75,0.69,0.71,0.44,0.45,0.48,0.29,0.55,0.5,0.47,0.42,0.44,0.45,0.56
freedom-erp.csv,0.83,0.5,0.86,0.0,0.0,0.83,0.86,0.67,0.0,0.0,0.41,0.0,0.9,0.0,0.94,0.0,0.75,0.0
geotools.csv,0.73,0.56,0.74,0.88,0.75,0.68,0.79,0.54,0.54,0.57,0.62,0.67,0.67,0.96,0.62,0.96,0.81,0.88
jaxlib.csv,0.75,0.89,0.5,0.5,0.67,0.8,0.0,0.83,0.0,0.86,0.67,0.0,0.97,0.5,0.91,0.96,0.83,0.9
jppf-project.csv,0.36,0.32,0.39,0.33,0.44,0.39,0.35,0.38,0.38,0.33,0.39,0.47,0.41,0.37,0.44,0.35,0.38,0.46
matrex.csv,0.77,0.56,0.56,0.53,0.75,0.48,0.89,0.95,0.46,0.68,0.33,0.86,0.89,0.79,0.61,0.93,0.82,0.93
mediate.csv,0.41,0.45,0.38,0.31,0.53,0.47,0.42,0.48,0.37,0.42,0.34,0.43,0.48,0.43,0.43,0.59,0.45,0.53
nunit.csv,0.49,0.37,0.65,0.53,0.8,0.72,0.45,0.42,0.94,0.39,0.93,0.75,0.51,0.94,0.74,0.96,0.94,0.48
octet.csv,0.5,0.35,0.32,0.28,0.47,0.36,0.33,0.34,0.71,0.47,0.38,0.86,0.43,0.43,0.36,0.43,0.6,0.5
pokenetonline.csv,0.58,0.52,0.36,0.28,0.56,0.42,0.35,0.44,0.46,0.38,0.82,0.7,0.41,0.51,0.39,0.49,0.46,0.45
reaper3d.csv,0.67,0.94,0.95,0.67,0.84,0.49,0.85,0.84,0.51,0.0,0.6,0.89,0.99,0.88,0.78,0.8,0.68,0.77
simplewebservices.csv,0.46,0.4,0.39,0.41,0.48,0.42,0.38,0.46,0.41,0.4,0.3,0.67,0.45,0.4,0.49,0.57,0.6,0.53
stajistics.csv,0.61,0.76,0.56,0.43,0.69,0.56,0.45,0.38,0.96,0.47,0.53,0.83,0.56,0.62,0.46,0.82,0.68,0.63
swtfox.csv,0.71,0.79,0.59,0.63,0.54,0.61,0.51,0.5,0.46,0.57,0.78,0.77,0.56,0.44,0.61,0.5,0.51,0.57
