,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv
crisscross.csv,0.09,0.0,0.69,0.36,0.0,0.54,0.52,0.07,0.0,0.0
cubefs.csv,0.57,0.0,0.05,0.41,0.25,0.51,0.59,0.67,0.67,0.58
iaml.csv,0.25,0.18,0.5,0.22,0.69,0.38,0.69,0.15,0.0,0.51
ivataopenportal.csv,0.62,0.0,0.57,0.47,0.54,0.75,0.4,0.0,0.0,0.5
mb-unit.csv,0.21,0.0,0.47,0.64,0.0,0.17,0.49,0.25,0.56,0.66
mvdsv.csv,0.05,0.35,0.0,0.07,0.99,0.01,0.07,0.11,0.0,0.22
nova.csv,0.49,0.84,0.75,0.45,0.0,0.43,0.56,0.6,0.67,0.51
openwbem.csv,0.59,0.59,0.59,0.53,0.65,0.53,0.5,0.57,0.83,0.55
xcmetadataservicestoolkit.csv,0.48,0.31,0.38,0.56,0.67,0.34,0.55,0.27,0.0,0.8
